,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage,in_playoff
1533,Miloš Teodosić,LAC,2018,45,25.2,.419,.379,2.8,4.6,0.5,0.1,9.5,PG,11.6,.564,-1.7,.058,0
1534,Jason Terry,MIL,2018,51,16.0,.383,.348,0.9,1.2,0.8,0.3,3.3,SG,8.1,.525,-2.0,.042,1
1535,Daniel Theis,BOS,2018,63,14.9,.541,.310,4.3,0.9,0.5,0.8,5.3,C,16.1,.616,0.3,.178,1
1536,Isaiah Thomas,TOT,2018,32,26.9,.373,.293,2.1,4.8,0.5,0.1,15.2,PG,12.6,.508,-4.9,.009,0
1537,Lance Thomas,NYK,2018,73,18.5,.382,.403,2.4,0.6,0.4,0.2,4.1,PF,6.3,.513,-3.7,.031,0
1538,Klay Thompson,GSW,2018,73,34.3,.488,.440,3.8,2.5,0.8,0.5,20.0,SG,16.0,.598,-0.4,.094,1
1539,Tristan Thompson,CLE,2018,53,20.2,.562,,6.6,0.6,0.3,0.3,5.8,C,13.6,.569,-2.9,.113,1
1540,Sindarius Thornwell,LAC,2018,73,15.8,.429,.377,1.9,0.9,0.7,0.3,3.9,SG,8.2,.519,-2.4,.041,0
1541,Anthony Tolliver,DET,2018,79,22.2,.464,.436,3.1,1.1,0.4,0.3,8.9,PF,13.9,.663,0.9,.146,0
1542,Karl-Anthony Towns,MIN,2018,82,35.6,.545,.421,12.3,2.4,0.8,1.4,21.3,C,24.9,.646,5.1,.230,1
1543,P.J. Tucker,HOU,2018,82,27.8,.390,.371,5.6,0.9,1.0,0.3,6.1,PF,8.3,.537,-1.1,.082,1
1544,Evan Turner,POR,2018,79,25.7,.447,.318,3.1,2.2,0.6,0.4,8.2,SF,9.9,.520,-2.5,.061,1
1545,Myles Turner,IND,2018,65,28.2,.479,.357,6.4,1.3,0.6,1.8,12.7,C,16.6,.567,-0.2,.122,1
1546,Ekpe Udoh,UTA,2018,63,12.9,.500,.000,2.4,0.8,0.7,1.2,2.6,C,15.2,.560,3.1,.187,1
1547,Tyler Ulis,PHO,2018,71,23.4,.388,.288,1.8,4.4,1.0,0.1,7.8,PG,10.1,.465,-4.4,-0.006,0
1548,Jonas Valančiūnas,TOR,2018,77,22.4,.568,.405,8.6,1.1,0.4,0.9,12.7,C,22.5,.628,2.4,.210,1
1549,Denzel Valentine,CHI,2018,77,27.2,.417,.386,5.1,3.2,0.8,0.1,10.2,SG,12.1,.527,-1.0,.057,0
1550,Fred VanVleet,TOR,2018,76,20.0,.426,.414,2.4,3.2,0.9,0.3,8.6,PG,15.9,.556,2.4,.149,1
1551,Rashad Vaughn,TOT,2018,28,7.6,.411,.378,0.8,0.5,0.2,0.1,2.3,SG,9.3,.546,-2.6,.050,0
1552,Noah Vonleh,TOT,2018,54,16.2,.444,.303,5.8,0.6,0.4,0.3,4.9,PF,12.8,.509,-1.3,.090,0
1553,Nikola Vučević,ORL,2018,57,29.5,.475,.314,9.2,3.4,1.0,1.1,16.5,C,19.7,.533,2.7,.102,0
1554,Dwyane Wade,TOT,2018,67,22.9,.438,.288,3.8,3.4,0.9,0.7,11.4,SG,15.0,.500,-1.0,.036,0
1555,Dion Waiters,MIA,2018,30,30.6,.398,.306,2.6,3.8,0.8,0.3,14.3,SG,10.5,.487,-3.5,.004,1
1556,Kemba Walker,CHO,2018,80,34.2,.431,.384,3.1,5.6,1.1,0.3,22.1,PG,20.6,.572,4.0,.150,0
1557,John Wall,WAS,2018,41,34.4,.420,.371,3.7,9.6,1.4,1.1,19.4,PG,19.1,.515,3.0,.092,1
1558,Tyrone Wallace,LAC,2018,30,28.4,.445,.250,3.5,2.4,0.9,0.4,9.7,PG,10.1,.517,-3.5,.042,0
1559,Derrick Walton,MIA,2018,16,9.2,.320,.412,1.0,1.0,0.4,0.2,1.8,PG,11.2,.525,1.3,.128,1
1560,Jameel Warney,DAL,2018,3,9.0,.583,,3.0,0.0,0.0,0.0,5.7,PF,22.5,.599,-0.2,.157,0
1561,T.J. Warren,PHO,2018,65,33.0,.498,.222,5.1,1.3,1.0,0.6,19.6,SF,17.6,.541,-0.7,.077,0
1562,Travis Wear,LAL,2018,17,13.4,.347,.362,2.2,0.4,0.2,0.3,4.4,SF,6.9,.497,-3.7,.042,0
1563,James Webb III,BRK,2018,10,12.0,.250,.211,2.4,0.4,0.1,0.0,1.6,SF,2.2,.333,-8.3,-0.041,0
1564,Briante Weber,TOT,2018,18,13.2,.442,.364,1.9,1.2,1.0,0.3,2.8,PG,10.1,.527,-1.3,.072,0
1565,David West,GSW,2018,73,13.7,.571,.375,3.3,1.9,0.6,1.0,6.8,C,20.9,.600,3.1,.168,1
1566,Russell Westbrook,OKC,2018,80,36.4,.449,.298,10.1,10.3,1.8,0.3,25.4,PG,24.7,.524,6.3,.166,1
1567,Andrew White,ATL,2018,15,13.9,.342,.367,2.3,0.4,0.2,0.1,4.6,SF,5.8,.461,-5.5,-0.034,0
1568,Derrick White,SAS,2018,17,8.2,.485,.615,1.5,0.5,0.2,0.2,3.2,PG,15.9,.646,2.3,.170,1
1569,Okaro White,MIA,2018,6,13.3,.438,.364,1.8,0.3,0.2,0.2,3.3,PF,8.9,.577,-0.7,.096,1
1570,Isaiah Whitehead,BRK,2018,16,11.3,.465,.389,1.6,1.3,0.5,0.1,6.3,PG,11.5,.530,-3.8,-0.035,0
1571,Hassan Whiteside,MIA,2018,54,25.3,.540,1.000,11.4,1.0,0.7,1.7,14.0,C,24.1,.573,2.6,.187,1
1572,Andrew Wiggins,MIN,2018,82,36.3,.438,.331,4.4,2.0,1.1,0.6,17.7,SF,13.0,.505,-2.4,.034,1
1573,Jacob Wiley,BRK,2018,5,6.6,.250,.500,2.2,0.4,0.2,0.0,0.8,PF,8.2,.410,-2.3,.094,0
1574,Damien Wilkins,IND,2018,19,8.0,.333,.222,0.8,0.5,0.1,0.1,1.7,SF,4.9,.405,-6.1,-0.019,1
1575,Alan Williams,PHO,2018,5,14.0,.389,,4.4,1.6,1.0,0.2,4.0,PF,9.3,.455,-5.0,-0.004,0
1576,C.J. Williams,LAC,2018,38,18.6,.442,.282,1.5,1.1,0.8,0.3,5.5,SG,9.5,.512,-2.1,.051,0
1577,Derrick Williams,LAL,2018,2,4.5,.250,.000,0.5,0.0,0.0,0.0,1.0,PF,-3.2,.250,-16.8,-0.191,0
1578,Lou Williams,LAC,2018,79,32.8,.435,.359,2.5,5.3,1.1,0.2,22.6,SG,20.2,.574,2.3,.125,0
1579,Marvin Williams,CHO,2018,78,25.7,.458,.413,4.7,1.2,0.7,0.5,9.5,PF,13.9,.603,1.0,.119,0
1580,Matt Williams,MIA,2018,3,3.7,.333,.200,0.3,0.0,0.0,0.0,1.7,SG,-0.7,.417,-11.2,-0.197,1
1581,Troy Williams,TOT,2018,21,14.6,.468,.289,3.0,0.8,1.0,0.2,6.3,SF,15.1,.544,-0.5,.085,0
1582,D.J. Wilson,MIL,2018,22,3.2,.563,.400,0.5,0.1,0.1,0.0,1.0,PF,10.3,.622,-2.0,.054,1
1583,Jamil Wilson,LAC,2018,15,18.3,.469,.429,2.1,0.7,0.3,0.5,7.0,SF,11.4,.634,0.2,.096,0
1584,Justise Winslow,MIA,2018,68,24.7,.424,.380,5.4,2.2,0.8,0.5,7.8,PF,11.5,.496,-1.1,.075,1
1585,Jeff Withey,DAL,2018,9,4.3,.375,.200,1.1,0.0,0.0,0.3,1.7,C,8.3,.444,-5.0,-0.054,0
1586,Nate Wolters,UTA,2018,5,3.8,.167,,0.4,0.2,0.0,0.0,0.4,PG,-2.9,.167,-12.8,-0.137,1
1587,Brandan Wright,TOT,2018,28,13.6,.578,,3.4,0.5,0.5,0.9,5.0,PF,19.0,.596,2.1,.163,0
1588,Delon Wright,TOR,2018,69,20.8,.465,.366,2.9,2.9,1.0,0.5,8.0,PG,16.5,.574,3.3,.152,1
1589,Guerschon Yabusele,BOS,2018,33,7.1,.426,.324,1.6,0.5,0.1,0.2,2.4,PF,12.3,.559,-1.2,.122,1
1590,James Young,PHI,2018,6,10.2,.357,.300,0.3,0.3,0.0,0.0,2.8,SG,4.6,.511,-6.9,.041,1
1591,Joe Young,IND,2018,53,10.5,.430,.379,1.2,0.7,0.3,0.0,3.9,PG,10.1,.521,-3.5,.043,1
1592,Nick Young,GSW,2018,80,17.4,.412,.377,1.6,0.5,0.5,0.1,7.3,SG,10.0,.562,-3.5,.059,1
1593,Thaddeus Young,IND,2018,81,32.2,.487,.320,6.3,1.9,1.7,0.4,11.8,PF,14.8,.528,0.2,.101,1
1594,Cody Zeller,CHO,2018,33,19.0,.545,.667,5.4,0.9,0.4,0.6,7.1,C,15.9,.602,-1.2,.145,0
1595,Tyler Zeller,TOT,2018,66,16.8,.560,.357,4.6,0.7,0.2,0.5,6.7,C,16.0,.598,-1.4,.126,0
1596,Paul Zipser,CHI,2018,54,15.3,.346,.336,2.4,0.9,0.4,0.3,4.0,SF,5.2,.445,-6.1,-0.034,0
1597,Ante Žižić,CLE,2018,32,6.7,.731,,1.9,0.2,0.1,0.4,3.7,C,24.2,.746,1.0,.231,1
1598,Ivica Zubac,LAL,2018,43,9.5,.500,.000,2.9,0.6,0.2,0.3,3.7,C,15.3,.557,-2.0,.118,0
1599,Álex Abrines,OKC,2017,68,15.5,.393,.381,1.3,0.6,0.5,0.1,6.0,SG,10.1,.560,-1.6,.096,1
1600,Quincy Acy,TOT,2017,38,14.7,.412,.411,3.0,0.5,0.4,0.4,5.8,PF,11.8,.565,-2.1,.082,0
1601,Steven Adams,OKC,2017,80,29.9,.571,.000,7.7,1.1,1.1,1.0,11.3,C,16.5,.589,-0.2,.130,1
1602,Arron Afflalo,SAC,2017,61,25.9,.440,.411,2.0,1.3,0.3,0.1,8.4,SG,8.9,.559,-3.6,.043,0
1603,Alexis Ajinça,NOP,2017,39,15.0,.500,.000,4.5,0.3,0.5,0.6,5.3,C,12.9,.529,-3.3,.080,0
1604,Cole Aldrich,MIN,2017,62,8.6,.523,,2.5,0.4,0.4,0.4,1.7,C,12.7,.549,-0.8,.116,0
1605,LaMarcus Aldridge,SAS,2017,72,32.4,.477,.411,7.3,1.9,0.6,1.2,17.3,PF,18.6,.532,0.8,.149,1
1606,Lavoy Allen,IND,2017,61,14.3,.458,.000,3.6,0.9,0.3,0.4,2.9,PF,11.6,.485,-1.7,.093,1
1607,Tony Allen,MEM,2017,71,27.0,.461,.278,5.5,1.4,1.6,0.4,9.1,SG,13.3,.493,-1.0,.077,1
1608,Al-Farouq Aminu,POR,2017,61,29.1,.393,.330,7.4,1.6,1.0,0.7,8.7,PF,11.3,.506,-1.1,.051,1
1609,Chris Andersen,CLE,2017,12,9.5,.409,.000,2.6,0.4,0.4,0.6,2.3,C,11.6,.497,-2.5,.102,1
1610,Alan Anderson,LAC,2017,30,10.3,.375,.318,0.8,0.4,0.1,0.0,2.9,SF,5.0,.494,-6.1,.020,1
1611,Justin Anderson,TOT,2017,75,16.4,.424,.299,3.3,0.9,0.5,0.3,7.1,SF,13.9,.537,-1.3,.074,0
1612,Kyle Anderson,SAS,2017,72,14.2,.445,.375,2.9,1.3,0.7,0.4,3.4,SF,12.5,.525,1.8,.127,1
1613,Ryan Anderson,HOU,2017,72,29.4,.418,.403,4.6,0.9,0.4,0.2,13.6,PF,13.5,.583,-0.4,.117,1
1614,Giannis Antetokounmpo,MIL,2017,80,35.6,.521,.272,8.8,5.4,1.6,1.9,22.9,SF,26.1,.599,7.3,.210,1
1615,Carmelo Anthony,NYK,2017,74,34.3,.433,.359,5.9,2.9,0.8,0.5,22.4,SF,17.9,.535,0.7,.089,0
1616,Joel Anthony,SAS,2017,19,6.4,.625,,1.6,0.2,0.1,0.3,1.3,C,11.6,.640,-2.1,.141,1
1617,Trevor Ariza,HOU,2017,80,34.7,.409,.344,5.7,2.2,1.8,0.3,11.7,SF,12.4,.548,1.0,.104,1
1618,Darrell Arthur,DEN,2017,41,15.6,.442,.453,2.7,1.0,0.5,0.5,6.4,PF,12.8,.583,-0.1,.081,0
1619,Ömer Aşık,NOP,2017,31,15.5,.477,,5.3,0.5,0.2,0.3,2.7,C,9.8,.517,-3.7,.100,0
1620,D.J. Augustin,ORL,2017,78,19.7,.377,.347,1.5,2.7,0.4,0.0,7.9,PG,11.0,.524,-3.0,.038,0
1621,Luke Babbitt,MIA,2017,68,15.7,.402,.414,2.1,0.5,0.3,0.2,4.8,SF,8.3,.563,-2.0,.081,0
1622,Ron Baker,NYK,2017,52,16.5,.378,.267,1.9,2.1,0.7,0.2,4.1,SG,7.5,.456,-4.7,-0.008,0
1623,Wade Baldwin,MEM,2017,33,12.3,.313,.136,1.4,1.8,0.5,0.2,3.2,PG,6.5,.404,-5.5,-0.041,1
1624,Leandro Barbosa,PHO,2017,67,14.4,.439,.357,1.6,1.2,0.5,0.1,6.3,SG,11.5,.509,-2.5,.031,0
1625,J.J. Barea,DAL,2017,35,22.0,.414,.358,2.4,5.5,0.4,0.0,10.9,PG,17.2,.521,1.5,.080,0
1626,Harrison Barnes,DAL,2017,79,35.5,.468,.351,5.0,1.5,0.8,0.2,19.2,PF,16.3,.541,-0.8,.078,0
1627,Matt Barnes,TOT,2017,74,24.0,.391,.331,5.2,2.6,0.6,0.4,7.1,SF,10.3,.514,-1.4,.053,0
1628,Will Barton,DEN,2017,60,28.4,.443,.370,4.3,3.4,0.8,0.5,13.7,SG,15.5,.547,0.2,.093,0
1629,Brandon Bass,LAC,2017,52,11.1,.575,.333,2.5,0.4,0.3,0.2,5.6,PF,19.7,.650,0.4,.186,1
1630,Nicolas Batum,CHO,2017,77,34.0,.403,.333,6.2,5.9,1.1,0.4,15.1,SG,15.8,.529,0.8,.084,0
1631,Jerryd Bayless,PHI,2017,3,23.7,.344,.400,4.0,4.3,0.0,0.0,11.0,PG,8.7,.453,-4.4,-0.067,0
1632,Aron Baynes,DET,2017,75,15.5,.513,,4.4,0.4,0.2,0.5,4.9,C,13.1,.570,-2.7,.123,0
1633,Kent Bazemore,ATL,2017,73,26.9,.409,.346,3.2,2.4,1.2,0.7,11.0,SF,11.5,.504,-1.0,.052,1
1634,Bradley Beal,WAS,2017,77,34.9,.482,.404,3.1,3.5,1.1,0.3,23.1,SG,20.1,.604,3.3,.152,1
1635,Malik Beasley,DEN,2017,22,7.5,.452,.321,0.8,0.5,0.3,0.0,3.8,SG,13.7,.536,-0.6,.057,0
1636,Michael Beasley,MIL,2017,56,16.7,.532,.419,3.4,0.9,0.5,0.5,9.4,PF,17.8,.584,-0.8,.092,1
1637,Marco Belinelli,CHO,2017,74,24.0,.429,.360,2.4,2.0,0.6,0.1,10.5,SG,13.3,.566,-1.1,.087,0
1638,DeAndre' Bembry,ATL,2017,38,9.8,.480,.056,1.6,0.7,0.2,0.1,2.7,SF,8.8,.481,-3.5,.038,1
1639,Dragan Bender,PHO,2017,43,13.3,.354,.277,2.4,0.5,0.2,0.5,3.4,PF,5.3,.440,-5.1,-0.029,0
1640,Anthony Bennett,BRK,2017,23,11.5,.413,.271,3.4,0.5,0.2,0.1,5.0,PF,14.7,.533,-1.4,.090,0
1641,Ben Bentil,DAL,2017,3,3.3,.000,.000,0.7,0.0,0.0,0.0,0.0,PF,-17.6,.000,-25.9,-0.473,0
1642,Dāvis Bertāns,SAS,2017,67,12.1,.440,.399,1.5,0.7,0.3,0.4,4.5,PF,12.9,.609,1.3,.135,1
1643,Patrick Beverley,HOU,2017,67,30.7,.420,.382,5.9,4.2,1.5,0.4,9.5,SG,13.0,.546,1.1,.123,1
1644,Bismack Biyombo,ORL,2017,81,22.1,.528,,7.0,0.9,0.3,1.1,6.0,C,12.2,.546,-3.2,.077,0
1645,Nemanja Bjelica,MIN,2017,65,18.3,.424,.316,3.8,1.2,0.6,0.3,6.2,PF,11.0,.526,-1.6,.059,0
1646,Tarik Black,LAL,2017,67,16.3,.510,.500,5.1,0.6,0.4,0.7,5.7,C,15.0,.560,-3.2,.105,0
1647,Eric Bledsoe,PHO,2017,66,33.0,.434,.335,4.8,6.3,1.4,0.5,21.1,PG,20.5,.563,3.6,.118,0
1648,Bojan Bogdanović,TOT,2017,81,25.7,.445,.367,3.4,1.4,0.4,0.1,13.7,SF,13.5,.585,-2.2,.067,0
1649,Andrew Bogut,TOT,2017,27,21.6,.469,.000,8.1,1.8,0.5,0.9,2.9,C,9.3,.460,-2.6,.055,0
1650,Joel Bolomboy,UTA,2017,12,4.4,.563,.250,1.4,0.2,0.1,0.2,1.8,PF,19.7,.590,3.4,.171,1
1651,Devin Booker,PHO,2017,78,35.0,.423,.363,3.2,3.4,0.9,0.3,22.1,SG,14.6,.531,-1.9,.035,0
1652,Trevor Booker,BRK,2017,71,24.7,.516,.321,8.0,1.9,1.1,0.4,10.0,PF,15.7,.554,-0.6,.086,0
1653,Avery Bradley,BOS,2017,55,33.4,.463,.390,6.1,2.2,1.2,0.2,16.3,SG,14.4,.548,-0.6,.081,1
1654,Corey Brewer,TOT,2017,82,15.6,.422,.229,2.0,1.2,0.7,0.2,4.5,SF,9.1,.491,-2.7,.045,0
1655,Malcolm Brogdon,MIL,2017,75,26.4,.457,.404,2.8,4.2,1.1,0.2,10.2,SG,14.9,.555,-0.4,.100,1
1656,Aaron Brooks,IND,2017,65,13.8,.403,.375,1.1,1.9,0.4,0.1,5.0,PG,9.5,.507,-3.7,.016,1
1657,Anthony Brown,TOT,2017,11,14.5,.360,.259,3.0,0.7,0.5,0.1,3.9,SF,7.2,.430,-4.4,.001,0
1658,Bobby Brown,HOU,2017,25,4.9,.383,.400,0.2,0.6,0.0,0.0,2.5,PG,10.8,.509,-3.6,.040,1
1659,Jaylen Brown,BOS,2017,78,17.2,.454,.341,2.8,0.8,0.4,0.2,6.6,SF,10.3,.539,-3.7,.053,1
1660,Nicolás Brussino,DAL,2017,54,9.6,.369,.305,1.8,0.9,0.3,0.1,2.8,SG,10.7,.498,-1.6,.055,0
1661,Reggie Bullock,DET,2017,31,15.1,.422,.384,2.1,0.9,0.6,0.1,4.5,SF,11.7,.538,0.3,.101,0
1662,Trey Burke,WAS,2017,57,12.3,.455,.443,0.8,1.8,0.2,0.1,5.0,PG,10.8,.532,-3.0,.036,1
1663,Alec Burks,UTA,2017,42,15.5,.399,.329,2.9,0.7,0.4,0.1,6.7,SG,11.6,.501,-2.3,.056,1
1664,Jimmy Butler,CHI,2017,76,37.0,.455,.367,6.2,5.5,1.9,0.4,23.9,SF,25.1,.586,7.3,.236,1
1665,Bruno Caboclo,TOR,2017,9,4.4,.375,.333,1.1,0.4,0.2,0.1,1.6,SF,14.6,.438,1.0,.083,1
1666,José Calderón,TOT,2017,41,13.1,.410,.313,1.8,2.1,0.3,0.0,3.4,PG,8.9,.506,-3.2,.023,0
1667,Kentavious Caldwell-Pope,DET,2017,76,33.3,.399,.350,3.3,2.5,1.2,0.2,13.8,SG,12.8,.519,-0.2,.086,0
1668,Isaiah Canaan,CHI,2017,39,15.2,.364,.266,1.3,0.9,0.6,0.0,4.6,SG,8.1,.483,-3.3,.042,1
1669,Clint Capela,HOU,2017,65,23.9,.643,,8.1,1.0,0.5,1.2,12.6,C,21.4,.638,1.2,.184,1
1670,DeMarre Carroll,TOR,2017,72,26.1,.400,.341,3.8,1.0,1.1,0.4,8.9,SF,11.9,.530,0.0,.097,1
1671,Vince Carter,MEM,2017,73,24.6,.394,.378,3.1,1.8,0.8,0.5,8.0,SF,11.7,.542,0.8,.106,1
1672,Michael Carter-Williams,CHI,2017,45,18.8,.366,.234,3.4,2.5,0.8,0.5,6.6,PG,9.9,.437,-3.2,.013,1
1673,Omri Casspi,TOT,2017,36,17.9,.470,.349,3.1,1.0,0.6,0.1,5.2,PF,10.0,.526,-3.2,.038,0
1674,Willie Cauley-Stein,SAC,2017,75,18.9,.530,.000,4.5,1.1,0.7,0.6,8.1,C,16.3,.558,-1.0,.100,0
1675,Tyson Chandler,PHO,2017,47,27.6,.671,,11.5,0.6,0.7,0.5,8.4,C,16.6,.703,0.3,.151,0
1676,Wilson Chandler,DEN,2017,71,30.9,.461,.337,6.5,2.0,0.7,0.4,15.7,SF,14.9,.545,-1.0,.077,0
1677,Marquese Chriss,PHO,2017,82,21.3,.449,.321,4.2,0.7,0.8,0.9,9.2,PF,12.3,.529,-2.2,.050,0
1678,Rakeem Christmas,IND,2017,29,7.6,.442,,1.9,0.1,0.1,0.2,2.0,PF,10.4,.529,-5.0,.099,1
1679,Semaj Christon,OKC,2017,64,15.2,.345,.190,1.4,2.0,0.4,0.1,2.9,PG,5.7,.387,-5.1,.006,1
1680,Ian Clark,GSW,2017,77,14.8,.487,.374,1.6,1.2,0.5,0.1,6.8,SG,13.1,.575,-1.5,.099,1
1681,Jordan Clarkson,LAL,2017,82,29.2,.445,.329,3.0,2.6,1.1,0.1,14.7,SG,13.2,.526,-2.5,.024,0
1682,Norris Cole,OKC,2017,13,9.6,.308,.231,0.8,1.1,0.6,0.0,3.3,PG,5.4,.381,-6.7,-0.033,1
1683,Darren Collison,SAC,2017,68,30.3,.476,.417,2.2,4.6,1.0,0.1,13.2,PG,15.3,.570,-0.9,.091,0
1684,Nick Collison,OKC,2017,20,6.4,.609,.000,1.6,0.6,0.1,0.1,1.7,PF,12.9,.622,-0.2,.145,1
1685,Mike Conley,MEM,2017,69,33.2,.460,.408,3.5,6.3,1.3,0.3,20.5,PG,23.2,.604,6.8,.209,1
1686,Pat Connaughton,POR,2017,39,8.1,.514,.515,1.3,0.7,0.2,0.1,2.5,SG,11.8,.645,-0.8,.090,1
1687,Quinn Cook,TOT,2017,14,13.4,.500,.423,0.5,1.9,0.3,0.0,5.6,PG,11.8,.579,-3.1,.047,0
1688,DeMarcus Cousins,TOT,2017,72,34.2,.452,.361,11.0,4.6,1.4,1.3,27.0,C,25.8,.562,6.8,.149,0
1689,Robert Covington,PHI,2017,67,31.6,.399,.333,6.5,1.5,1.9,1.0,12.9,SF,13.2,.534,0.2,.071,0
1690,Allen Crabbe,POR,2017,79,28.5,.468,.444,2.9,1.2,0.7,0.3,10.7,SG,11.6,.602,-1.3,.089,1
1691,Jamal Crawford,LAC,2017,82,26.3,.413,.360,1.6,2.6,0.7,0.2,12.3,SG,12.0,.525,-2.1,.043,1
1692,Jordan Crawford,NOP,2017,19,23.3,.482,.389,1.8,3.0,0.6,0.1,14.1,SG,17.6,.582,1.3,.102,0
1693,Jae Crowder,BOS,2017,72,32.4,.463,.398,5.8,2.2,1.0,0.3,13.9,SF,14.9,.613,0.9,.137,1
1694,Dante Cunningham,NOP,2017,66,25.0,.485,.392,4.2,0.6,0.6,0.4,6.6,PF,10.2,.586,-1.6,.088,0
1695,Seth Curry,DAL,2017,70,29.0,.481,.425,2.6,2.7,1.1,0.1,12.8,PG,15.5,.601,1.2,.110,0
1696,Stephen Curry,GSW,2017,79,33.4,.468,.411,4.5,6.6,1.8,0.2,25.3,PG,24.6,.624,6.9,.229,1
1697,Troy Daniels,MEM,2017,67,17.7,.374,.389,1.5,0.7,0.3,0.1,8.2,SG,10.4,.531,-1.8,.051,1
1698,Anthony Davis,NOP,2017,75,36.1,.505,.299,11.8,2.1,1.3,2.2,28.0,C,27.5,.580,5.9,.195,0
1699,Deyonta Davis,MEM,2017,36,6.6,.511,,1.7,0.1,0.1,0.5,1.6,C,10.6,.528,-4.6,.097,1
1700,Ed Davis,POR,2017,46,17.2,.528,,5.3,0.6,0.3,0.5,4.3,PF,11.5,.563,-4.1,.104,1
1701,Dewayne Dedmon,SAS,2017,76,17.5,.622,,6.5,0.6,0.5,0.8,5.1,C,16.0,.645,0.6,.189,1
1702,Sam Dekker,HOU,2017,77,18.4,.473,.321,3.7,1.0,0.5,0.3,6.5,PF,13.1,.549,-0.2,.104,1
1703,Malcolm Delaney,ATL,2017,73,17.1,.374,.236,1.7,2.6,0.5,0.0,5.4,PG,7.5,.456,-5.6,.005,1
1704,Matthew Dellavedova,MIL,2017,76,26.1,.390,.367,1.9,4.7,0.7,0.0,7.6,PG,9.4,.501,-4.2,.029,1
1705,Luol Deng,LAL,2017,56,26.5,.387,.309,5.3,1.3,0.9,0.4,7.6,SF,10.1,.470,-2.1,.029,0
1706,DeMar DeRozan,TOR,2017,74,35.4,.467,.266,5.2,3.9,1.1,0.2,27.3,SG,24.0,.552,3.0,.166,1
1707,Cheick Diallo,NOP,2017,17,11.7,.474,,4.3,0.2,0.2,0.4,5.1,PF,16.8,.510,-3.7,.111,0
1708,Boris Diaw,UTA,2017,73,17.6,.446,.247,2.2,2.3,0.2,0.1,4.6,PF,9.0,.494,-2.5,.041,1
1709,Gorgui Dieng,MIN,2017,82,32.4,.502,.372,7.9,1.9,1.1,1.2,10.0,PF,14.2,.555,-0.1,.103,0
1710,Spencer Dinwiddie,BRK,2017,59,22.6,.444,.376,2.8,3.1,0.7,0.4,7.3,PG,12.7,.581,-1.0,.101,0
1711,Toney Douglas,MEM,2017,24,16.4,.368,.167,2.5,2.3,0.8,0.2,4.9,PG,10.6,.451,-1.5,.059,1
1712,Goran Dragić,MIA,2017,73,33.7,.475,.405,3.8,5.8,1.2,0.2,20.3,PG,19.8,.575,2.6,.147,0
1713,Andre Drummond,DET,2017,81,29.7,.530,.286,13.8,1.1,1.5,1.1,13.6,C,20.9,.518,1.0,.133,0
1714,Jared Dudley,PHO,2017,64,21.3,.454,.379,3.5,1.9,0.7,0.3,6.8,PF,10.6,.579,-1.0,.064,0
1715,Mike Dunleavy,TOT,2017,53,15.9,.423,.396,2.2,0.9,0.3,0.1,5.2,SF,10.1,.573,-1.4,.086,0
1716,Kris Dunn,MIN,2017,78,17.1,.377,.288,2.1,2.4,1.0,0.5,3.8,PG,8.1,.432,-2.8,.004,0
1717,Kevin Durant,GSW,2017,62,33.4,.537,.375,8.3,4.8,1.1,1.6,25.1,PF,27.6,.651,8.9,.278,1
1718,Jarell Eddie,PHO,2017,5,12.4,.316,.250,1.4,0.0,0.2,0.0,4.8,SF,9.7,.523,-2.4,.054,0
1719,Henry Ellenson,DET,2017,19,7.7,.359,.286,2.2,0.4,0.1,0.1,3.2,PF,7.5,.444,-5.9,-0.071,0
1720,Wayne Ellington,MIA,2017,62,24.2,.416,.378,2.1,1.1,0.6,0.1,10.5,SG,12.6,.565,-0.1,.105,0
1721,Monta Ellis,IND,2017,74,27.0,.443,.319,2.8,3.2,1.1,0.4,8.5,SG,9.9,.514,-2.9,.026,1
1722,Joel Embiid,PHI,2017,31,25.4,.466,.367,7.8,2.1,0.9,2.5,20.2,C,24.1,.584,4.5,.117,0
1723,James Ennis,MEM,2017,64,23.5,.455,.372,4.0,1.0,0.7,0.3,6.7,SF,10.6,.581,-1.2,.101,1
1724,Tyler Ennis,TOT,2017,53,11.1,.433,.386,0.8,1.6,0.5,0.0,4.3,PG,10.9,.521,-3.2,.031,0
1725,Tyreke Evans,TOT,2017,40,19.7,.405,.356,3.4,3.1,0.9,0.2,10.3,SF,15.5,.501,0.4,.045,0
1726,Dante Exum,UTA,2017,66,18.6,.427,.295,2.0,1.7,0.3,0.2,6.2,PG,8.5,.521,-3.3,.046,1
1727,Kenneth Faried,DEN,2017,61,21.2,.548,.000,7.6,0.9,0.7,0.7,9.6,PF,20.3,.588,0.3,.168,0
1728,Jordan Farmar,SAC,2017,2,17.5,.333,.444,1.5,4.5,1.0,0.0,6.0,PG,14.4,.500,2.1,.063,0
1729,Derrick Favors,UTA,2017,50,23.7,.487,.300,6.1,1.1,0.9,0.8,9.5,PF,15.8,.512,-0.1,.109,1
1730,Kay Felder,CLE,2017,42,9.2,.392,.318,1.0,1.4,0.4,0.2,4.0,PG,11.4,.462,-2.4,.008,1
