,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage,in_playoff
1677,Marquese Chriss,PHO,2017,82,21.3,0.449,0.321,4.2,0.7,0.8,0.9,9.2,PF,12.3,0.529,-2.2,0.05,0
1681,Jordan Clarkson,LAL,2017,82,29.2,0.445,0.32899999999999996,3.0,2.6,1.1,0.1,14.7,SG,13.2,0.526,-2.5,0.024,0
1690,Allen Crabbe,POR,2017,79,28.5,0.46799999999999997,0.444,2.9,1.2,0.7,0.3,10.7,SG,11.6,0.602,-1.3,0.08900000000000001,1
1691,Jamal Crawford,LAC,2017,82,26.3,0.413,0.36,1.6,2.6,0.7,0.2,12.3,SG,12.0,0.525,-2.1,0.043,1
1694,Dante Cunningham,NOP,2017,66,25.0,0.485,0.392,4.2,0.6,0.6,0.4,6.6,PF,10.2,0.586,-1.6,0.08800000000000001,0
1695,Seth Curry,DAL,2017,70,29.0,0.48100000000000004,0.425,2.6,2.7,1.1,0.1,12.8,PG,15.5,0.601,1.2,0.11,0
1704,Matthew Dellavedova,MIL,2017,76,26.1,0.39,0.36700000000000005,1.9,4.7,0.7,0.0,7.6,PG,9.4,0.501,-4.2,0.028999999999999998,1
1705,Luol Deng,LAL,2017,56,26.5,0.387,0.309,5.3,1.3,0.9,0.4,7.6,SF,10.1,0.47,-2.1,0.028999999999999998,0
1710,Spencer Dinwiddie,BRK,2017,59,22.6,0.444,0.376,2.8,3.1,0.7,0.4,7.3,PG,12.7,0.581,-1.0,0.10099999999999999,0
1713,Andre Drummond,DET,2017,81,29.7,0.53,0.28600000000000003,13.8,1.1,1.5,1.1,13.6,C,20.9,0.518,1.0,0.133,0
1714,Jared Dudley,PHO,2017,64,21.3,0.45399999999999996,0.379,3.5,1.9,0.7,0.3,6.8,PF,10.6,0.579,-1.0,0.064,0
1720,Wayne Ellington,MIA,2017,62,24.2,0.41600000000000004,0.37799999999999995,2.1,1.1,0.6,0.1,10.5,SG,12.6,0.565,-0.1,0.105,0
1721,Monta Ellis,IND,2017,74,27.0,0.44299999999999995,0.319,2.8,3.2,1.1,0.4,8.5,SG,9.9,0.514,-2.9,0.026000000000000002,1
1722,Joel Embiid,PHI,2017,31,25.4,0.466,0.36700000000000005,7.8,2.1,0.9,2.5,20.2,C,24.1,0.584,4.5,0.11699999999999999,0
1723,James Ennis,MEM,2017,64,23.5,0.455,0.37200000000000005,4.0,1.0,0.7,0.3,6.7,SF,10.6,0.581,-1.2,0.10099999999999999,1
1727,Kenneth Faried,DEN,2017,61,21.2,0.5479999999999999,0.0,7.6,0.9,0.7,0.7,9.6,PF,20.3,0.588,0.3,0.168,0
1729,Derrick Favors,UTA,2017,50,23.7,0.48700000000000004,0.3,6.1,1.1,0.9,0.8,9.5,PF,15.8,0.512,-0.1,0.109,1
1732,Raymond Felton,LAC,2017,80,21.3,0.43,0.319,2.7,2.4,0.8,0.3,6.7,PG,10.9,0.496,-1.3,0.055,1
1733,Yogi Ferrell,TOT,2017,46,26.0,0.406,0.386,2.4,3.7,0.9,0.2,10.0,PG,13.1,0.5329999999999999,-1.1,0.07200000000000001,0
1734,Dorian Finney-Smith,DAL,2017,81,20.3,0.37200000000000005,0.293,2.7,0.8,0.6,0.3,4.3,PF,7.7,0.486,-2.6,0.040999999999999995,0
1738,Tim Frazier,NOP,2017,65,23.5,0.40299999999999997,0.313,2.7,5.2,0.9,0.1,7.1,PG,12.4,0.504,-2.7,0.075,0
1741,Langston Galloway,TOT,2017,74,20.2,0.38,0.39,2.1,1.3,0.6,0.1,7.9,PG,10.4,0.51,-2.3,0.04,0
1744,Pau Gasol,SAS,2017,64,25.4,0.502,0.5379999999999999,7.8,2.3,0.4,1.1,12.4,C,20.2,0.578,4.0,0.19,1
1751,Taj Gibson,TOT,2017,78,25.5,0.515,0.231,6.2,0.9,0.5,0.8,10.8,PF,15.0,0.5429999999999999,-1.5,0.09699999999999999,0
1755,Aaron Gordon,ORL,2017,80,28.7,0.45399999999999996,0.28800000000000003,5.1,1.9,0.8,0.5,12.7,SF,14.5,0.53,-1.0,0.077,0
1761,Danny Green,SAS,2017,68,26.6,0.392,0.379,3.3,1.8,1.0,0.8,7.3,SG,10.1,0.537,0.8,0.09,1
1764,JaMychal Green,MEM,2017,77,27.3,0.5,0.379,7.1,1.1,0.6,0.4,8.9,PF,13.5,0.601,-0.8,0.132,1
1765,Jeff Green,ORL,2017,69,22.2,0.39399999999999996,0.275,3.1,1.2,0.5,0.2,9.2,PF,10.5,0.505,-3.6,0.022000000000000002,0
1769,Tim Hardaway Jr.,ATL,2017,79,27.3,0.455,0.35700000000000004,2.8,2.3,0.7,0.2,14.5,SG,15.2,0.568,0.5,0.107,1
1771,Maurice Harkless,POR,2017,77,28.9,0.503,0.35100000000000003,4.4,1.1,1.1,0.9,10.0,SF,13.1,0.57,-0.6,0.091,1
1776,Joe Harris,BRK,2017,52,21.9,0.425,0.385,2.8,1.0,0.6,0.2,8.2,SG,9.0,0.5579999999999999,-3.5,0.032,0
1780,Andrew Harrison,MEM,2017,72,20.5,0.325,0.276,1.9,2.8,0.7,0.3,5.9,PG,8.7,0.47700000000000004,-3.4,0.051,1
1784,Gerald Henderson,PHI,2017,72,23.2,0.423,0.353,2.6,1.6,0.6,0.2,9.2,SG,10.8,0.529,-3.1,0.059000000000000004,0
1790,Buddy Hield,TOT,2017,82,23.0,0.426,0.391,3.3,1.5,0.5,0.1,10.6,SG,11.8,0.541,-2.0,0.032,0
1794,Solomon Hill,NOP,2017,80,29.7,0.38299999999999995,0.348,3.8,1.8,0.9,0.4,7.0,SF,8.0,0.527,-2.7,0.055,0
1797,Justin Holiday,NYK,2017,82,20.0,0.433,0.355,2.7,1.2,0.8,0.4,7.7,SG,12.7,0.5489999999999999,-0.3,0.073,0
1798,Rondae Hollis-Jefferson,BRK,2017,78,22.6,0.434,0.22399999999999998,5.8,2.0,1.1,0.6,8.7,SF,13.7,0.517,-1.3,0.07,0
1799,Richaun Holmes,PHI,2017,57,20.9,0.5579999999999999,0.35100000000000003,5.5,1.0,0.7,1.0,9.8,C,18.6,0.611,1.0,0.151,0
1800,Rodney Hood,UTA,2017,59,27.0,0.408,0.371,3.4,1.6,0.6,0.2,12.7,SG,12.4,0.522,-0.9,0.078,1
1803,Dwight Howard,ATL,2017,74,29.7,0.633,0.0,12.7,1.4,0.9,1.2,13.5,C,20.8,0.627,1.4,0.18100000000000002,1
1809,Andre Iguodala,GSW,2017,76,26.3,0.528,0.36200000000000004,4.0,3.4,1.0,0.5,7.6,SF,14.3,0.624,2.5,0.16699999999999998,1
1810,Ersan İlyasova,TOT,2017,82,26.1,0.431,0.353,5.9,1.7,0.7,0.3,13.1,PF,14.6,0.546,0.1,0.091,0
1811,Joe Ingles,UTA,2017,82,24.0,0.452,0.441,3.2,2.7,1.2,0.1,7.1,SF,12.4,0.604,1.6,0.12300000000000001,1
1812,Brandon Ingram,LAL,2017,79,28.8,0.402,0.294,4.0,2.1,0.6,0.5,9.4,SF,8.5,0.474,-4.4,-0.006999999999999999,0
1817,Reggie Jackson,DET,2017,52,27.4,0.419,0.359,2.2,5.2,0.7,0.1,14.5,PG,14.9,0.51,-1.0,0.065,0
1820,Richard Jefferson,CLE,2017,79,20.4,0.446,0.33299999999999996,2.6,1.0,0.3,0.1,5.7,SF,8.3,0.574,-3.1,0.063,1
1822,Brandon Jennings,TOT,2017,81,22.2,0.359,0.313,2.4,4.9,0.9,0.0,7.1,PG,12.1,0.479,-2.4,0.046,0
1824,Amir Johnson,BOS,2017,80,20.1,0.5760000000000001,0.409,4.6,1.8,0.6,0.8,6.5,PF,15.0,0.628,0.6,0.149,1
1826,James Johnson,MIA,2017,76,27.4,0.479,0.34,4.9,3.6,1.0,1.1,12.8,PF,17.0,0.564,2.8,0.11699999999999999,0
1827,Joe Johnson,UTA,2017,78,23.6,0.436,0.41100000000000003,3.1,1.8,0.5,0.2,9.2,SF,12.8,0.542,0.4,0.099,1
1829,Tyler Johnson,MIA,2017,73,29.8,0.433,0.37200000000000005,4.0,3.2,1.2,0.6,13.7,PG,15.9,0.535,1.4,0.128,0
1831,Nikola Jokić,DEN,2017,73,27.9,0.578,0.324,9.8,4.9,0.8,0.8,16.7,C,26.3,0.64,7.3,0.228,0
1836,Terrence Jones,TOT,2017,54,23.5,0.47,0.253,5.7,1.1,0.7,1.0,10.8,PF,16.1,0.515,-0.6,0.086,0
1839,Cory Joseph,TOR,2017,80,25.0,0.452,0.35600000000000004,2.9,3.3,0.8,0.2,9.3,PG,13.2,0.518,-1.3,0.08199999999999999,1
1840,Frank Kaminsky,CHO,2017,75,26.1,0.39899999999999997,0.32799999999999996,4.5,2.2,0.6,0.5,11.7,C,13.0,0.502,-1.2,0.055999999999999994,0
1841,Enes Kanter,OKC,2017,72,21.3,0.545,0.132,6.7,0.9,0.4,0.5,14.3,C,23.7,0.599,1.7,0.183,1
1843,Michael Kidd-Gilchrist,CHO,2017,81,29.0,0.47700000000000004,0.111,7.0,1.4,1.0,1.0,9.2,SF,14.3,0.528,-0.7,0.11900000000000001,0
1844,Sean Kilpatrick,BRK,2017,70,25.1,0.415,0.341,4.0,2.2,0.6,0.1,13.1,SG,13.1,0.546,-2.3,0.04,0
1845,Brandon Knight,PHO,2017,54,21.1,0.39799999999999996,0.324,2.2,2.4,0.5,0.1,11.0,SG,12.4,0.502,-2.8,0.015,0
1846,Kyle Korver,TOT,2017,67,26.2,0.46399999999999997,0.451,2.8,1.6,0.5,0.3,10.1,SG,12.1,0.635,0.0,0.1,0
1847,Kosta Koufos,SAC,2017,71,20.0,0.551,0.0,5.7,0.7,0.5,0.7,6.6,C,13.8,0.56,-2.5,0.08900000000000001,0
1854,Ty Lawson,SAC,2017,69,25.1,0.45399999999999996,0.28800000000000003,2.6,4.8,1.1,0.1,9.9,PG,15.4,0.551,-1.0,0.08800000000000001,0
1858,Alex Len,PHO,2017,77,20.3,0.49700000000000005,0.25,6.6,0.6,0.5,1.3,8.0,C,15.0,0.5529999999999999,-2.3,0.091,0
1861,Jon Leuer,DET,2017,75,25.9,0.48,0.293,5.4,1.5,0.4,0.3,10.2,PF,14.2,0.551,-0.1,0.11199999999999999,0
1862,Caris LeVert,BRK,2017,57,21.7,0.45,0.321,3.3,1.9,0.9,0.1,8.2,SF,12.3,0.556,-1.1,0.07,0
1865,Jeremy Lin,BRK,2017,36,24.5,0.43799999999999994,0.37200000000000005,3.8,5.1,1.2,0.4,14.5,PG,19.2,0.5660000000000001,2.0,0.11599999999999999,0
1869,Brook Lopez,BRK,2017,75,29.6,0.474,0.34600000000000003,5.4,2.3,0.5,1.7,20.5,C,20.4,0.578,2.3,0.105,0
1870,Robin Lopez,CHI,2017,81,28.0,0.493,0.0,6.4,1.0,0.2,1.4,10.4,C,14.4,0.511,-2.2,0.09,1
1877,Shelvin Mack,UTA,2017,55,21.9,0.446,0.308,2.3,2.8,0.8,0.1,7.8,PG,10.9,0.518,-2.3,0.054000000000000006,1
1883,Luc Mbah a Moute,LAC,2017,80,22.3,0.505,0.391,2.1,0.5,1.0,0.4,6.1,SF,10.2,0.581,-0.2,0.084,1
1887,T.J. McConnell,PHI,2017,81,26.3,0.461,0.2,3.1,6.6,1.7,0.1,6.9,PG,13.7,0.504,-1.0,0.084,0
1890,Doug McDermott,TOT,2017,66,22.8,0.447,0.37,2.7,0.9,0.2,0.1,9.0,SF,10.7,0.5539999999999999,-2.3,0.083,0
1892,Rodney McGruder,MIA,2017,78,25.2,0.413,0.332,3.3,1.6,0.6,0.2,6.4,SG,9.1,0.506,-1.9,0.07200000000000001,0
1896,Jodie Meeks,ORL,2017,36,20.5,0.402,0.409,2.1,1.3,0.9,0.1,9.1,SG,13.1,0.5670000000000001,-1.8,0.073,0
1900,C.J. Miles,IND,2017,76,23.4,0.434,0.413,3.0,0.6,0.6,0.3,10.7,SF,13.8,0.5920000000000001,0.5,0.109,1
1902,Patty Mills,SAS,2017,80,21.9,0.44,0.414,1.8,3.5,0.8,0.0,9.5,PG,15.2,0.578,1.6,0.139,1
1905,Nikola Mirotić,CHI,2017,70,24.0,0.413,0.342,5.5,1.1,0.8,0.8,10.6,PF,14.5,0.546,0.7,0.107,1
1906,Greg Monroe,MIL,2017,81,22.5,0.5329999999999999,0.0,6.6,2.3,1.1,0.5,11.7,C,21.1,0.5720000000000001,1.8,0.147,1
1907,E'Twaun Moore,NOP,2017,73,24.9,0.457,0.37,2.1,2.2,0.7,0.4,9.6,SG,12.1,0.537,-1.6,0.07,0
1912,Timofey Mozgov,LAL,2017,54,20.4,0.515,0.0,4.9,0.8,0.3,0.6,7.4,C,12.3,0.5529999999999999,-4.3,0.048,0
1913,Emmanuel Mudiay,DEN,2017,55,25.6,0.377,0.315,3.2,3.9,0.7,0.2,11.0,PG,10.9,0.483,-3.2,0.006,0
1916,Jamal Murray,DEN,2017,82,21.5,0.40399999999999997,0.33399999999999996,2.6,2.1,0.6,0.3,9.9,SG,11.9,0.518,-2.0,0.037000000000000005,0
1918,Larry Nance Jr.,LAL,2017,63,22.9,0.526,0.278,5.9,1.5,1.3,0.6,7.1,PF,15.7,0.5670000000000001,0.6,0.11800000000000001,0
1922,Jameer Nelson,DEN,2017,75,27.3,0.444,0.38799999999999996,2.6,5.1,0.7,0.1,9.2,PG,11.5,0.544,-2.0,0.066,0
1926,Joakim Noah,NYK,2017,46,22.1,0.49,0.0,8.8,2.2,0.7,0.8,5.0,C,15.2,0.491,-0.5,0.106,0
1927,Nerlens Noel,TOT,2017,51,20.5,0.595,0.0,5.8,1.0,1.3,1.0,8.7,C,20.4,0.622,2.4,0.18100000000000002,0
1930,Dirk Nowitzki,DAL,2017,54,26.4,0.43700000000000006,0.37799999999999995,6.5,1.5,0.6,0.7,14.2,PF,17.0,0.529,0.8,0.084,0
1931,Jusuf Nurkić,TOT,2017,65,21.4,0.507,0.0,7.2,1.9,0.8,1.1,10.2,C,17.5,0.528,-0.9,0.068,0
1936,Jahlil Okafor,PHI,2017,50,22.7,0.514,0.0,4.8,1.2,0.4,1.0,11.8,C,14.8,0.546,-2.5,0.05,0
1938,Kelly Olynyk,BOS,2017,75,20.5,0.512,0.354,4.8,2.0,0.6,0.4,9.0,C,15.3,0.603,0.3,0.127,1
1941,Kelly Oubre Jr.,WAS,2017,79,20.3,0.42100000000000004,0.287,3.3,0.6,0.7,0.2,6.3,SF,9.1,0.516,-3.2,0.061,1
1945,Tony Parker,SAS,2017,63,25.2,0.466,0.33299999999999996,1.8,4.5,0.5,0.0,10.1,PG,13.0,0.514,-2.6,0.092,1
1948,Patrick Patterson,TOR,2017,65,24.6,0.401,0.37200000000000005,4.5,1.2,0.6,0.4,6.8,PF,10.8,0.542,0.1,0.1,1
1952,Elfrid Payton,ORL,2017,82,29.4,0.47100000000000003,0.27399999999999997,4.7,6.5,1.1,0.5,12.8,PG,17.2,0.52,0.8,0.08800000000000001,0
1956,Mason Plumlee,TOT,2017,81,26.5,0.536,0.0,7.5,3.5,0.9,1.1,10.4,C,18.1,0.5579999999999999,2.0,0.135,0
1969,Julius Randle,LAL,2017,74,28.8,0.488,0.27,8.6,3.6,0.7,0.5,13.2,PF,16.3,0.5429999999999999,-0.9,0.08,0
1970,Zach Randolph,MEM,2017,73,24.5,0.449,0.223,8.2,1.7,0.5,0.1,14.1,PF,18.5,0.49,-0.5,0.086,1
1971,J.J. Redick,LAC,2017,78,28.2,0.445,0.429,2.2,1.4,0.7,0.2,15.0,SG,14.8,0.599,0.4,0.105,1
1975,Austin Rivers,LAC,2017,74,27.8,0.442,0.371,2.2,2.8,0.6,0.1,12.0,SG,11.4,0.545,-2.2,0.059000000000000004,1
1978,Glenn Robinson III,IND,2017,69,20.7,0.467,0.392,3.6,0.7,0.6,0.3,6.1,SF,11.5,0.564,-0.3,0.085,1
1980,Sergio Rodríguez,PHI,2017,68,22.3,0.392,0.365,2.3,5.1,0.7,0.1,7.8,PG,11.1,0.484,-2.7,0.023,0
1981,Rajon Rondo,CHI,2017,69,26.7,0.408,0.376,5.1,6.7,1.4,0.2,7.8,PG,13.6,0.461,-0.5,0.06,1
1983,Terrence Ross,TOT,2017,78,25.1,0.43700000000000006,0.363,2.6,1.1,1.1,0.4,11.0,SF,13.4,0.55,-0.2,0.086,0
1987,Brandon Rush,MIN,2017,47,21.9,0.374,0.386,2.1,1.0,0.5,0.5,4.2,SG,6.6,0.505,-2.5,0.019,0
1988,D'Angelo Russell,LAL,2017,63,28.7,0.405,0.35200000000000004,3.5,4.8,1.4,0.3,15.6,PG,15.3,0.518,-0.8,0.033,0
1989,Domantas Sabonis,OKC,2017,81,20.1,0.39899999999999997,0.321,3.6,1.0,0.5,0.4,5.9,PF,6.9,0.469,-4.5,0.022000000000000002,1
1991,Dario Šarić,PHI,2017,81,26.3,0.41100000000000003,0.311,6.3,2.2,0.7,0.4,12.8,PF,12.8,0.508,-2.3,0.023,0
1996,Thabo Sefolosha,ATL,2017,62,25.7,0.441,0.342,4.4,1.7,1.5,0.5,7.2,SF,11.9,0.519,0.4,0.098,1
2000,Iman Shumpert,CLE,2017,76,25.5,0.41100000000000003,0.36,2.9,1.4,0.8,0.4,7.5,SG,9.0,0.536,-2.3,0.05,1
2005,Ish Smith,DET,2017,81,24.1,0.439,0.267,2.9,5.2,0.8,0.4,9.4,PG,14.7,0.47700000000000004,0.3,0.076,0
2006,J.R. Smith,CLE,2017,41,29.0,0.34600000000000003,0.35100000000000003,2.8,1.5,1.0,0.3,8.6,SG,8.1,0.484,-2.1,0.034,1
2008,Tony Snell,MIL,2017,80,29.2,0.455,0.406,3.1,1.2,0.7,0.2,8.5,SG,9.7,0.603,-1.7,0.071,1
2011,Nik Stauskas,PHI,2017,80,27.4,0.396,0.368,2.8,2.4,0.6,0.4,9.5,SG,9.0,0.54,-2.8,0.031,0
2021,Garrett Temple,SAC,2017,65,26.6,0.424,0.373,2.8,2.6,1.3,0.4,7.8,SG,11.2,0.545,-0.8,0.061,0
2024,Lance Thomas,NYK,2017,46,21.0,0.39799999999999996,0.447,3.1,0.8,0.5,0.1,6.0,PF,8.4,0.516,-3.5,0.046,0
2027,Tristan Thompson,CLE,2017,78,29.9,0.6,0.0,9.2,1.0,0.5,1.1,8.1,C,15.3,0.594,-0.7,0.149,1
2030,Anthony Tolliver,SAC,2017,65,22.7,0.442,0.391,3.6,1.2,0.5,0.3,7.1,PF,11.1,0.595,-1.0,0.075,0
2033,P.J. Tucker,TOT,2017,81,27.6,0.413,0.35700000000000004,5.8,1.2,1.4,0.2,6.7,SF,10.5,0.516,-0.3,0.078,0
2034,Evan Turner,POR,2017,65,25.5,0.426,0.263,3.8,3.2,0.8,0.4,9.0,SF,11.4,0.491,-2.5,0.035,1
2039,Jonas Valančiūnas,TOR,2017,80,25.8,0.557,0.5,9.5,0.7,0.5,0.8,12.0,C,20.1,0.601,0.3,0.183,1
2046,Nikola Vučević,ORL,2017,75,28.8,0.46799999999999997,0.307,10.4,2.8,1.0,1.0,14.6,C,19.1,0.498,1.4,0.08800000000000001,0
2048,Dwyane Wade,CHI,2017,60,29.9,0.434,0.31,4.5,3.8,1.4,0.7,18.3,SG,18.5,0.508,2.5,0.09,1
2058,Isaiah Whitehead,BRK,2017,73,22.5,0.402,0.295,2.5,2.6,0.6,0.5,7.4,PG,7.6,0.48700000000000004,-5.1,-0.023,0
2063,Deron Williams,TOT,2017,64,25.9,0.43799999999999994,0.363,2.3,5.6,0.5,0.1,11.0,PG,14.0,0.541,-1.8,0.069,0
2065,Lou Williams,TOT,2017,81,24.6,0.429,0.365,2.5,3.0,1.0,0.2,17.5,SG,21.4,0.593,3.9,0.14800000000000002,0
2078,Nick Young,LAL,2017,60,25.9,0.43,0.40399999999999997,2.3,1.0,0.6,0.2,13.2,SG,14.1,0.588,-0.1,0.098,0
2080,Cody Zeller,CHO,2017,62,27.8,0.5710000000000001,0.0,6.5,1.6,1.0,0.9,10.3,C,16.7,0.604,0.2,0.157,0
2087,Steven Adams,OKC,2016,80,25.2,0.613,0.0,6.7,0.8,0.5,1.1,8.0,C,15.5,0.621,0.2,0.155,1
2093,Lavoy Allen,IND,2016,79,20.2,0.516,0.0,5.4,1.0,0.3,0.5,5.4,PF,12.4,0.532,-1.6,0.11,1
2094,Tony Allen,MEM,2016,64,25.3,0.45799999999999996,0.35700000000000004,4.6,1.1,1.7,0.3,8.4,SG,12.9,0.505,-1.0,0.07200000000000001,1
2095,Al-Farouq Aminu,POR,2016,82,28.5,0.41600000000000004,0.361,6.1,1.7,0.9,0.6,10.2,SF,12.7,0.5329999999999999,0.1,0.08199999999999999,1
2109,Darrell Arthur,DEN,2016,70,21.7,0.452,0.385,4.2,1.4,0.8,0.7,7.5,PF,12.5,0.514,-0.8,0.07200000000000001,0
2116,J.J. Barea,DAL,2016,74,22.5,0.446,0.385,2.1,4.1,0.4,0.0,10.9,PG,15.4,0.536,0.0,0.08199999999999999,1
2119,Matt Barnes,MEM,2016,76,28.8,0.381,0.322,5.5,2.1,1.0,0.8,10.0,SF,11.7,0.503,-0.9,0.055999999999999994,1
2120,Will Barton,DEN,2016,82,28.7,0.43200000000000005,0.345,5.8,2.5,0.9,0.5,14.4,SG,16.0,0.535,0.8,0.08800000000000001,0
2121,Brandon Bass,LAL,2016,66,20.3,0.5489999999999999,0.0,4.3,1.1,0.5,0.8,7.2,PF,17.4,0.619,0.6,0.146,0
2123,Jerryd Bayless,MIL,2016,52,28.9,0.423,0.43700000000000006,2.7,3.1,0.9,0.2,10.4,SG,12.4,0.568,-0.8,0.075,0
2125,Kent Bazemore,ATL,2016,75,27.8,0.441,0.35700000000000004,5.1,2.3,1.3,0.5,11.6,SF,13.4,0.551,0.3,0.094,1
2128,Marco Belinelli,SAC,2016,68,24.6,0.386,0.306,1.7,1.9,0.5,0.0,10.2,SG,9.4,0.5,-3.8,0.013999999999999999,0
2130,Patrick Beverley,HOU,2016,71,28.7,0.434,0.4,3.5,3.4,1.3,0.4,9.9,PG,13.0,0.5529999999999999,0.2,0.102,1
2131,Bismack Biyombo,TOR,2016,82,22.0,0.542,0.0,8.0,0.4,0.2,1.6,5.5,C,14.9,0.586,-0.2,0.156,1
2137,Bojan Bogdanović,BRK,2016,79,26.8,0.433,0.382,3.2,1.3,0.4,0.1,11.2,SF,10.7,0.55,-3.5,0.021,0
2138,Andrew Bogut,GSW,2016,70,20.7,0.627,1.0,7.0,2.3,0.5,1.6,5.4,C,15.9,0.623,2.4,0.18,1
2140,Devin Booker,PHO,2016,76,27.7,0.423,0.34299999999999997,2.5,2.6,0.6,0.3,13.8,SG,11.9,0.535,-2.8,0.043,0
2141,Trevor Booker,UTA,2016,79,20.7,0.49,0.293,5.7,1.1,0.7,0.5,5.9,PF,14.4,0.5329999999999999,0.0,0.128,0
2145,Corey Brewer,HOU,2016,82,20.4,0.384,0.272,2.4,1.3,1.0,0.2,7.2,SF,9.9,0.48100000000000004,-2.9,0.035,1
2147,Anthony Brown,LAL,2016,29,20.7,0.31,0.28600000000000003,2.4,0.7,0.5,0.2,4.0,SF,4.9,0.42700000000000005,-5.5,-0.024,0
2150,Kobe Bryant*,LAL,2016,66,28.2,0.358,0.285,3.7,2.8,0.9,0.2,17.6,SF,14.9,0.469,-1.6,-0.01,0
2153,Trey Burke,UTA,2016,64,21.3,0.413,0.344,1.8,2.3,0.5,0.1,10.6,PG,14.0,0.507,-0.5,0.07400000000000001,0
2154,Alec Burks,UTA,2016,31,25.7,0.41,0.405,3.5,2.0,0.6,0.1,13.3,SG,14.3,0.52,-0.4,0.09,0
2159,José Calderón,NYK,2016,72,28.1,0.45899999999999996,0.414,3.2,4.1,0.9,0.1,7.6,PG,12.3,0.5710000000000001,-0.6,0.096,0
2161,Isaiah Canaan,PHI,2016,77,25.5,0.36,0.363,2.3,1.8,0.7,0.2,11.0,SG,11.1,0.528,-2.4,0.035,0
2166,Omri Casspi,SAC,2016,69,27.2,0.48100000000000004,0.409,5.9,1.4,0.8,0.2,11.8,PF,13.9,0.5870000000000001,0.1,0.092,0
2167,Willie Cauley-Stein,SAC,2016,66,21.4,0.563,0.0,5.3,0.6,0.7,1.0,7.0,C,15.3,0.588,-0.8,0.13,0
2168,Mario Chalmers,TOT,2016,61,22.5,0.41,0.309,2.6,3.8,1.4,0.2,10.3,PG,17.3,0.561,1.3,0.132,0
2169,Tyson Chandler,PHO,2016,66,24.5,0.583,0.0,8.7,1.0,0.5,0.7,7.2,C,14.7,0.606,-1.1,0.11199999999999999,0
2174,Norris Cole,NOP,2016,45,26.6,0.405,0.324,3.4,3.7,0.8,0.1,10.6,PG,10.8,0.465,-3.8,-0.004,0
2182,Robert Covington,PHI,2016,67,28.4,0.385,0.353,6.3,1.4,1.6,0.6,12.8,SF,13.2,0.5429999999999999,-0.9,0.05,0
2183,Allen Crabbe,POR,2016,81,26.0,0.45899999999999996,0.39299999999999996,2.7,1.2,0.8,0.2,10.3,SG,12.2,0.5720000000000001,-1.0,0.098,1
2184,Jamal Crawford,LAC,2016,79,26.9,0.40399999999999997,0.34,1.8,2.3,0.7,0.2,14.2,SG,14.0,0.529,-1.4,0.076,1
2186,Dante Cunningham,NOP,2016,80,24.6,0.451,0.316,3.0,1.0,0.5,0.4,6.1,SF,8.6,0.54,-2.8,0.052000000000000005,0
2192,Ed Davis,POR,2016,81,20.8,0.611,0.0,7.4,1.1,0.7,0.9,6.5,PF,18.7,0.616,1.9,0.192,1
2197,Matthew Dellavedova,CLE,2016,76,24.6,0.405,0.41,2.1,4.4,0.6,0.1,7.5,PG,11.3,0.527,-1.2,0.098,1
2201,Gorgui Dieng,MIN,2016,82,27.1,0.532,0.3,7.1,1.7,1.1,1.2,10.1,C,17.1,0.601,0.8,0.127,0
2203,Toney Douglas,NOP,2016,61,20.7,0.41100000000000003,0.39899999999999997,2.3,2.6,1.1,0.1,8.7,PG,14.7,0.5429999999999999,0.0,0.094,0
2206,Jared Dudley,WAS,2016,81,25.9,0.478,0.42,3.5,2.1,0.9,0.2,7.9,PF,11.7,0.602,-0.1,0.105,0
2208,Tim Duncan*,SAS,2016,61,25.2,0.488,0.0,7.3,2.7,0.8,1.3,8.6,C,16.9,0.523,3.0,0.163,1
2209,Mike Dunleavy,CHI,2016,31,22.7,0.41,0.39399999999999996,2.7,1.3,0.5,0.3,7.2,SF,9.1,0.5429999999999999,-3.5,0.063,0
2213,Wayne Ellington,BRK,2016,76,21.3,0.389,0.358,2.3,1.1,0.6,0.1,7.7,SG,10.1,0.498,-2.8,0.025,0
2220,Kenneth Faried,DEN,2016,67,25.3,0.5579999999999999,0.5,8.7,1.2,0.5,0.9,12.5,PF,21.0,0.5770000000000001,0.3,0.156,0
2224,Raymond Felton,DAL,2016,80,27.4,0.406,0.282,3.2,3.6,0.9,0.2,9.5,PG,11.9,0.502,-1.6,0.059000000000000004,1
2226,Randy Foye,TOT,2016,81,20.3,0.35100000000000003,0.3,1.9,2.0,0.5,0.4,5.9,SG,7.6,0.461,-3.3,0.012,0
2231,Langston Galloway,NYK,2016,82,24.8,0.39299999999999996,0.344,3.5,2.5,0.9,0.3,7.6,PG,11.7,0.49,-1.0,0.077,0
2236,Alonzo Gee,NOP,2016,73,22.4,0.518,0.28300000000000003,3.4,1.0,0.9,0.2,4.5,SF,8.4,0.5720000000000001,-2.6,0.055999999999999994,0
2238,Taj Gibson,CHI,2016,73,26.5,0.526,0.0,6.9,1.5,0.6,1.1,8.6,PF,15.7,0.556,0.0,0.133,0
2243,Aaron Gordon,ORL,2016,78,23.9,0.473,0.29600000000000004,6.5,1.6,0.8,0.7,9.2,PF,17.0,0.541,1.0,0.139,0
