,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage,in_playoff
3855,Jermaine O'Neal,PHO,2013,55,18.7,0.48200000000000004,0.0,5.3,0.8,0.3,1.4,8.3,C,16.7,0.5379999999999999,-1.3,0.092,0
3856,Kyle O'Quinn,ORL,2013,57,11.2,0.513,0.0,3.7,0.9,0.2,0.5,4.1,C,15.8,0.535,-1.6,0.107,0
3857,Lamar Odom,LAC,2013,82,19.7,0.39899999999999997,0.2,5.9,1.7,0.8,0.7,4.0,PF,10.9,0.429,-0.7,0.081,1
3861,Travis Outlaw,SAC,2013,38,11.7,0.418,0.28,1.6,0.6,0.3,0.2,5.3,SF,13.0,0.5,-2.4,0.037000000000000005,0
3863,Jannero Pargo,TOT,2013,32,15.8,0.368,0.336,1.1,2.1,0.6,0.1,6.5,PG,10.3,0.475,-4.1,-0.017,0
3864,Jeremy Pargo,TOT,2013,39,16.8,0.396,0.33799999999999997,1.3,2.4,0.3,0.1,6.8,PG-SG,10.4,0.478,-3.2,-0.002,0
3869,Sasha Pavlović,POR,2013,39,13.5,0.353,0.3,1.4,0.8,0.6,0.1,2.6,SG,6.2,0.423,-3.3,0.009000000000000001,0
3872,Johan Petro,ATL,2013,31,11.4,0.436,0.25,3.6,0.5,0.3,0.3,3.5,C,11.0,0.46799999999999997,-5.0,0.048,1
3879,Ronnie Price,POR,2013,39,13.1,0.325,0.256,1.1,1.9,0.7,0.1,2.7,PG,6.8,0.402,-4.9,-0.017,0
3880,Pablo Prigioni,NYK,2013,78,16.2,0.455,0.396,1.8,3.0,0.9,0.0,3.5,PG,13.0,0.595,0.1,0.12300000000000001,1
3886,Shavlik Randolph,BOS,2013,16,12.4,0.583,0.0,4.4,0.3,0.5,0.4,4.2,PF,15.9,0.5589999999999999,-3.5,0.159,1
3893,Brian Roberts,NOH,2013,78,17.0,0.41700000000000004,0.386,1.2,2.8,0.5,0.0,7.1,PG,14.6,0.509,-0.6,0.078,0
3895,Thomas Robinson,TOT,2013,70,15.1,0.43,0.0,4.5,0.7,0.6,0.4,4.8,PF,10.9,0.451,-5.3,-0.002,0
3897,Terrence Ross,TOR,2013,73,17.0,0.40700000000000003,0.332,2.0,0.7,0.6,0.2,6.4,SG,10.4,0.491,-2.5,0.034,0
3903,Samardo Samuels,CLE,2013,18,10.9,0.36700000000000005,0.0,1.6,0.4,0.2,0.2,3.2,C,6.2,0.41100000000000003,-6.2,-0.016,0
3916,Chris Singleton,WAS,2013,57,16.2,0.382,0.19399999999999998,3.2,0.6,0.7,0.4,4.1,PF,7.8,0.425,-4.3,0.027999999999999997,0
3917,Donald Sloan,TOT,2013,23,11.4,0.34600000000000003,0.368,1.2,1.7,0.2,0.0,3.5,SG-PG,9.6,0.455,-3.0,0.017,0
3918,Greg Smith,HOU,2013,70,15.9,0.62,0.0,4.6,0.4,0.3,0.6,6.0,C,16.1,0.636,-0.6,0.172,1
3921,Jason Smith,NOH,2013,51,17.2,0.49,0.0,3.6,0.7,0.3,0.9,8.2,C,16.8,0.544,-1.6,0.095,0
3924,Marreese Speights,TOT,2013,79,16.5,0.445,0.3,4.9,0.6,0.3,0.7,8.3,C,17.3,0.498,-2.8,0.10400000000000001,0
3926,Jerry Stackhouse,BRK,2013,37,14.7,0.384,0.337,0.9,0.9,0.2,0.1,4.9,SF,8.5,0.5,-3.3,0.037000000000000005,1
3929,Greg Stiemsma,MIN,2013,76,15.9,0.457,0.0,3.4,0.4,0.6,1.2,4.0,C,10.5,0.498,-2.8,0.069,0
3933,Jared Sullinger,BOS,2013,45,19.8,0.493,0.2,5.9,0.8,0.5,0.5,6.0,PF,13.5,0.534,-1.9,0.146,1
3935,Jeff Taylor,CHA,2013,77,19.6,0.431,0.344,1.9,0.8,0.6,0.2,6.1,SF,10.3,0.531,-3.6,0.039,0
3940,Sebastian Telfair,TOT,2013,59,16.6,0.36200000000000004,0.353,1.4,2.6,0.6,0.2,5.6,PG,10.9,0.488,-1.7,0.039,0
3943,Hasheem Thabeet,OKC,2013,66,11.7,0.604,0.0,3.0,0.2,0.5,0.9,2.4,C,11.6,0.619,-1.5,0.134,1
3945,Kurt Thomas,NYK,2013,39,10.1,0.542,1.0,2.3,0.5,0.3,0.4,2.5,PF,13.3,0.547,-0.1,0.135,1
3946,Lance Thomas,NOH,2013,59,10.9,0.5,0.0,1.9,0.3,0.2,0.1,2.5,SF,10.1,0.565,-3.0,0.087,0
3948,Tyrus Thomas,CHA,2013,26,13.8,0.353,0.375,2.3,0.7,0.5,0.6,4.8,PF,9.6,0.418,-6.1,-0.025,0
3953,Jamaal Tinsley,UTA,2013,66,18.5,0.368,0.307,1.7,4.4,1.0,0.2,3.5,PG,10.6,0.467,-1.5,0.035,0
3954,Anthony Tolliver,ATL,2013,62,15.5,0.38,0.33799999999999997,2.5,0.5,0.2,0.2,4.1,SF,8.4,0.531,-3.1,0.059000000000000004,1
3956,Ronny Turiaf,LAC,2013,65,10.8,0.505,0.0,2.3,0.5,0.3,0.5,1.9,C,9.4,0.485,-1.7,0.075,1
3957,Hedo Türkoğlu,ORL,2013,11,17.2,0.264,0.042,2.4,2.1,0.6,0.1,2.9,SF,3.4,0.28800000000000003,-8.2,-0.11599999999999999,0
3960,Ekpe Udoh,MIL,2013,76,17.3,0.435,0.0,3.3,0.6,0.5,1.1,4.3,C,12.0,0.503,-1.7,0.098,1
3966,Jan Veselý,WAS,2013,51,11.8,0.5,0.0,2.4,0.5,0.3,0.3,2.5,PF,7.6,0.48,-4.7,0.059000000000000004,0
3967,Charlie Villanueva,DET,2013,69,15.8,0.377,0.34700000000000003,3.5,0.8,0.4,0.6,6.8,PF,14.0,0.48100000000000004,0.0,0.069,0
3974,Rasheed Wallace,NYK,2013,21,14.1,0.387,0.319,4.0,0.3,0.6,0.7,7.0,C,16.7,0.484,-1.0,0.10099999999999999,1
3975,Luke Walton,CLE,2013,50,17.1,0.392,0.299,2.9,3.3,0.8,0.3,3.4,PF,11.3,0.45299999999999996,-1.0,0.045,0
3976,Hakim Warrick,TOT,2013,28,17.5,0.406,0.0,3.2,0.9,0.5,0.2,6.9,PF,11.5,0.47600000000000003,-4.8,-0.001,0
3977,C.J. Watson,BRK,2013,80,19.0,0.418,0.41100000000000003,1.8,2.0,0.8,0.2,6.8,PG,13.9,0.544,0.9,0.12,1
3978,Earl Watson,UTA,2013,48,17.3,0.308,0.179,1.8,4.0,0.8,0.2,2.0,PG,7.7,0.366,-3.5,0.001,0
3985,Chris Wilcox,BOS,2013,61,13.6,0.7190000000000001,0.0,3.0,0.4,0.5,0.5,4.2,C,15.3,0.725,0.0,0.18100000000000002,1
3986,Damien Wilkins,PHI,2013,61,18.0,0.45899999999999996,0.33299999999999996,1.7,1.5,0.6,0.3,6.4,SG,12.5,0.5329999999999999,-2.2,0.083,0
3993,Terrence Williams,BOS,2013,24,13.3,0.495,0.33299999999999996,1.8,1.6,0.5,0.1,4.6,SF,12.3,0.518,-2.4,0.046,1
3995,Brandan Wright,DAL,2013,64,18.0,0.597,0.0,4.1,0.6,0.4,1.2,8.5,C,21.0,0.606,2.5,0.172,0
4000,Sam Young,IND,2013,56,12.4,0.392,0.308,2.2,0.8,0.3,0.1,2.8,SG,7.5,0.46399999999999997,-2.7,0.062,1
4010,Lavoy Allen,PHI,2012,41,15.2,0.473,0.0,4.2,0.8,0.3,0.4,4.1,PF,12.7,0.488,-1.7,0.124,1
4015,Lou Amundson,IND,2012,60,12.6,0.43,0.0,3.7,0.2,0.5,0.7,3.6,PF,11.5,0.43799999999999994,-4.0,0.062,1
4016,Chris Andersen,DEN,2012,32,15.2,0.546,0.0,4.6,0.2,0.6,1.4,5.3,C,18.9,0.583,2.3,0.183,1
4018,James Anderson,SAS,2012,51,11.8,0.379,0.27899999999999997,1.5,0.8,0.2,0.0,3.7,SG,8.8,0.483,-4.1,0.04,1
4022,Gilbert Arenas,MEM,2012,17,12.4,0.406,0.33299999999999996,1.1,1.1,0.6,0.1,4.2,PG,9.9,0.526,-1.3,0.08800000000000001,1
4024,Ömer Aşık,CHI,2012,66,14.7,0.506,0.0,5.3,0.5,0.5,1.0,3.1,C,13.4,0.509,-0.7,0.129,1
4029,Luke Babbitt,POR,2012,40,13.4,0.41,0.43,2.4,0.4,0.3,0.1,5.1,SF,11.3,0.556,-2.3,0.064,0
4037,Tony Battie,PHI,2012,27,10.9,0.373,0.0,2.5,0.6,0.1,0.2,1.6,C,7.3,0.39799999999999996,-2.9,0.076,1
4046,Mike Bibby,NYK,2012,39,14.3,0.282,0.318,1.5,2.1,0.5,0.1,2.6,PG,7.8,0.40399999999999997,-1.9,0.061,1
4047,Andris Biedriņš,GSW,2012,47,15.7,0.609,0.0,3.7,0.3,0.5,1.0,1.7,C,8.8,0.581,-2.3,0.085,0
4053,Eric Bledsoe,LAC,2012,40,11.6,0.389,0.2,1.6,1.7,0.8,0.4,3.3,PG,11.2,0.45399999999999996,-1.6,0.022000000000000002,1
4073,Alec Burks,UTA,2012,59,15.9,0.429,0.33299999999999996,2.2,0.9,0.5,0.1,7.2,SG,14.0,0.506,-2.0,0.076,1
4076,Rasual Butler,TOR,2012,34,13.3,0.308,0.273,1.9,0.6,0.2,0.1,3.2,SF,4.8,0.39799999999999996,-4.7,-0.022000000000000002,0
4079,Will Bynum,DET,2012,36,14.3,0.381,0.24100000000000002,1.6,1.8,0.6,0.1,5.7,PG,10.0,0.45899999999999996,-5.1,-0.022000000000000002,0
4083,DeMarre Carroll,TOT,2012,24,14.5,0.41,0.368,2.2,0.8,0.5,0.0,4.5,SF-PF,11.1,0.478,-1.9,0.069,0
4084,Matt Carroll,CHA,2012,53,11.2,0.331,0.18600000000000003,1.1,0.7,0.3,0.1,2.7,SG,5.6,0.409,-7.4,-0.051,0
4091,Josh Childress,PHO,2012,34,14.4,0.485,0.16699999999999998,2.8,1.0,0.4,0.2,2.9,SF,11.1,0.501,-0.2,0.092,0
4092,Earl Clark,ORL,2012,45,12.4,0.36700000000000005,0.0,2.8,0.4,0.3,0.7,2.7,PF,8.1,0.405,-4.9,0.027000000000000003,1
4093,Norris Cole,MIA,2012,65,19.4,0.39299999999999996,0.276,1.4,2.0,0.7,0.0,6.8,PG,7.9,0.452,-6.3,0.0,1
4094,Jason Collins,ATL,2012,30,10.3,0.4,0.0,1.6,0.3,0.1,0.1,1.3,C,3.7,0.418,-6.1,0.025,1
4099,Daequan Cook,OKC,2012,57,17.4,0.368,0.34600000000000003,2.1,0.3,0.4,0.2,5.5,SG,9.2,0.509,-1.3,0.078,1
4103,Dante Cunningham,MEM,2012,64,17.6,0.516,0.0,3.8,0.6,0.7,0.5,5.2,PF,14.9,0.5379999999999999,0.8,0.147,1
4108,Marquis Daniels,BOS,2012,38,12.7,0.364,0.0,1.7,1.2,0.6,0.2,3.2,SG,8.1,0.395,-3.1,0.008,1
4114,Austin Daye,DET,2012,41,14.7,0.322,0.21,2.2,0.8,0.5,0.5,4.7,SF,7.1,0.39399999999999996,-5.0,-0.05,0
4121,DeSagana Diop,CHA,2012,27,12.0,0.35700000000000004,0.0,3.1,0.9,0.2,0.5,1.1,C,6.8,0.34700000000000003,-5.8,-0.025,0
4122,Keyon Dooling,BOS,2012,46,14.4,0.405,0.33299999999999996,0.8,1.1,0.3,0.0,4.0,SG,6.9,0.515,-4.3,0.042,1
4123,Toney Douglas,NYK,2012,38,17.3,0.324,0.231,1.9,2.0,0.8,0.0,6.2,PG,7.1,0.39299999999999996,-5.6,-0.046,1
4126,Chris Duhon,ORL,2012,63,19.5,0.419,0.42,1.6,2.4,0.6,0.1,3.8,PG,8.4,0.5579999999999999,-1.8,0.051,1
4131,Devin Ebanks,LAL,2012,24,16.5,0.41600000000000004,0.0,2.3,0.5,0.5,0.3,4.0,SG,8.3,0.465,-4.2,0.033,1
4132,Wayne Ellington,MIN,2012,51,19.1,0.40399999999999997,0.324,1.9,0.6,0.5,0.2,6.1,SG,9.4,0.48700000000000004,-2.8,0.040999999999999995,0
4136,Semih Erden,CLE,2012,28,11.9,0.527,0.0,2.6,0.3,0.4,0.2,3.5,C,9.9,0.5379999999999999,-4.8,0.057,0
4138,Maurice Evans,WAS,2012,24,14.3,0.402,0.37799999999999995,1.0,0.4,0.6,0.0,4.9,SF,9.0,0.49700000000000005,-3.6,0.040999999999999995,0
4139,Reggie Evans,LAC,2012,56,13.8,0.47200000000000003,0.0,4.8,0.3,0.6,0.1,1.9,PF,9.2,0.504,-3.7,0.079,1
4150,Jonny Flynn,TOT,2012,29,14.3,0.35100000000000003,0.294,1.3,3.3,0.2,0.1,4.5,PG,11.2,0.442,-4.8,0.012,0
4152,Gary Forbes,TOR,2012,48,14.9,0.413,0.349,2.1,1.1,0.5,0.1,6.6,SG,13.3,0.513,-1.0,0.053,0
4153,T.J. Ford,SAS,2012,14,13.6,0.442,0.25,1.3,3.2,0.6,0.1,3.6,PG,11.0,0.519,-2.0,0.053,1
4155,Jeff Foster,IND,2012,11,12.8,0.5,1.0,3.8,0.4,0.7,0.1,2.3,C,11.1,0.569,-0.6,0.134,1
4157,Jimmer Fredette,SAC,2012,61,18.6,0.386,0.361,1.2,1.8,0.5,0.0,7.6,PG,10.8,0.495,-3.4,0.012,0
4160,Sundiata Gaines,NJN,2012,57,13.9,0.376,0.341,1.9,2.2,1.0,0.0,5.1,SG,15.0,0.465,0.3,0.059000000000000004,0
4162,Francisco García,SAC,2012,49,16.3,0.376,0.29,2.0,0.6,0.7,0.8,4.8,SF,10.7,0.483,-0.7,0.048,0
4173,Ryan Gomes,LAC,2012,32,13.3,0.326,0.138,1.9,0.4,0.5,0.0,2.3,SF,4.4,0.371,-6.0,-0.021,1
4178,Andrew Goudelock,LAL,2012,40,10.5,0.391,0.373,0.8,0.5,0.1,0.0,4.4,SG,8.4,0.488,-5.0,0.011000000000000001,1
4180,Aaron Gray,TOR,2012,49,16.6,0.516,0.0,5.7,0.6,0.4,0.3,3.9,C,11.1,0.526,-3.5,0.08199999999999999,0
4183,Willie Green,ATL,2012,53,17.4,0.47100000000000003,0.442,1.5,0.8,0.4,0.1,7.6,SG,13.9,0.578,-0.5,0.122,1
4184,Donté Greene,SAC,2012,53,14.7,0.406,0.23800000000000002,2.5,0.6,0.3,0.5,5.4,PF,11.8,0.491,-2.4,0.040999999999999995,0
4190,Luke Harangody,CLE,2012,21,11.0,0.354,0.23800000000000002,2.5,0.3,0.3,0.1,2.9,PF,10.4,0.42700000000000005,-3.0,0.046,0
4193,Josh Harrellson,NYK,2012,37,14.6,0.423,0.33899999999999997,3.9,0.3,0.6,0.5,4.4,PF,13.7,0.505,0.1,0.127,1
4196,Manny Harris,CLE,2012,26,17.5,0.4,0.33299999999999996,2.7,1.2,0.5,0.2,6.7,SG,11.7,0.49200000000000005,-2.3,0.03,0
4197,Terrel Harris,MIA,2012,22,14.5,0.349,0.205,2.3,1.2,0.4,0.1,3.6,SG,6.7,0.434,-5.1,0.011000000000000001,1
4198,Tobias Harris,MIL,2012,42,11.4,0.467,0.261,2.4,0.5,0.3,0.2,5.0,SF,14.2,0.54,-1.9,0.087,0
4201,Chuck Hayes,SAC,2012,54,19.2,0.429,0.0,4.3,1.4,0.7,0.3,3.2,C,8.9,0.45899999999999996,-3.0,0.027999999999999997,0
4206,Xavier Henry,NOH,2012,45,16.9,0.395,0.41200000000000003,2.4,0.8,0.6,0.2,5.3,SG,9.2,0.45,-4.0,0.015,0
4209,Cory Higgins,CHA,2012,38,11.1,0.325,0.2,0.9,0.9,0.1,0.2,3.9,PG,4.1,0.402,-10.4,-0.15,0
4213,Jordan Hill,TOT,2012,39,14.1,0.49700000000000005,0.0,4.8,0.4,0.4,0.7,5.0,C,15.8,0.522,-1.5,0.11800000000000001,0
4217,Ryan Hollins,TOT,2012,39,13.4,0.5479999999999999,0.0,2.1,0.2,0.1,0.4,3.4,C,6.9,0.56,-6.9,0.023,0
4231,Royal Ivey,OKC,2012,34,10.4,0.35600000000000004,0.34,0.7,0.3,0.4,0.0,2.1,SG,4.7,0.46399999999999997,-3.7,0.025,1
4233,Reggie Jackson,OKC,2012,45,11.1,0.321,0.21,1.2,1.6,0.6,0.0,3.1,PG,9.2,0.408,-3.6,0.011000000000000001,1
4237,Mike James,CHI,2012,11,10.9,0.408,0.6,0.9,2.6,0.4,0.2,4.8,PG,13.7,0.505,-0.4,0.111,1
4241,Jared Jeffries,NYK,2012,39,18.7,0.41,0.188,3.9,0.7,0.7,0.6,4.4,PF,10.9,0.484,-1.0,0.109,1
4242,Charles Jenkins,GSW,2012,51,17.5,0.447,0.15,1.3,3.3,0.6,0.1,5.8,PG,12.4,0.48200000000000004,-4.2,0.027999999999999997,0
4250,Ivan Johnson,ATL,2012,56,16.7,0.513,0.33299999999999996,4.0,0.6,0.8,0.3,6.4,PF,14.3,0.5579999999999999,-2.2,0.113,1
4256,Dahntay Jones,IND,2012,65,16.2,0.409,0.429,1.8,1.0,0.4,0.2,5.3,SF,10.3,0.5329999999999999,-1.9,0.09,1
4258,James Jones,MIA,2012,51,13.1,0.38,0.40399999999999997,1.0,0.4,0.3,0.2,3.6,SG,9.7,0.5670000000000001,0.0,0.12,1
4259,Solomon Jones,TOT,2012,21,13.9,0.39299999999999996,0.0,2.8,0.4,0.4,0.5,3.2,C-PF,9.1,0.47100000000000003,-4.2,0.042,0
4264,Enes Kanter,UTA,2012,66,13.2,0.496,0.0,4.2,0.1,0.3,0.3,4.6,C,14.5,0.539,-3.0,0.095,1
4265,Jason Kapono,LAL,2012,27,10.0,0.382,0.29600000000000004,0.5,0.4,0.1,0.0,2.0,SG,4.5,0.47600000000000003,-4.6,0.021,1
4271,Kosta Koufos,DEN,2012,48,16.5,0.599,0.0,5.4,0.3,0.5,0.9,5.5,C,17.3,0.608,0.9,0.163,1
4276,Malcolm Lee,MIN,2012,19,12.8,0.39,0.2,1.4,1.6,0.4,0.2,3.3,SG,9.3,0.466,-3.8,0.024,0
4279,Jon Leuer,MIL,2012,46,12.1,0.508,0.33299999999999996,2.6,0.5,0.3,0.4,4.7,PF,15.3,0.536,-0.3,0.122,0
4283,Shaun Livingston,MIL,2012,58,18.8,0.469,0.667,2.1,2.1,0.5,0.3,5.5,SG,11.0,0.52,-1.3,0.055,0
4285,Robin Lopez,PHO,2012,64,14.0,0.461,0.0,3.3,0.3,0.3,0.9,5.4,C,15.2,0.526,-2.2,0.115,0
4288,John Lucas III,CHI,2012,49,14.8,0.39899999999999997,0.39299999999999996,1.6,2.2,0.4,0.0,7.5,PG,16.3,0.496,2.9,0.14300000000000002,1
4289,Shelvin Mack,WAS,2012,64,12.2,0.4,0.28600000000000003,1.4,2.0,0.4,0.0,3.6,PG,11.9,0.46799999999999997,-2.6,0.042,0
4292,Jamaal Magloire,TOR,2012,34,11.0,0.37799999999999995,0.0,3.3,0.2,0.1,0.3,1.2,C,2.7,0.36,-7.6,-0.021,0
4293,Ian Mahinmi,DAL,2012,61,18.7,0.546,0.0,4.7,0.2,0.6,0.5,5.8,C,13.5,0.585,-2.3,0.14400000000000002,1
4298,Roger Mason,WAS,2012,52,13.4,0.39899999999999997,0.38299999999999995,1.3,0.9,0.3,0.1,5.5,SG,12.1,0.53,-1.0,0.059000000000000004,0
4305,Tracy McGrady*,ATL,2012,52,16.1,0.43700000000000006,0.455,3.0,2.1,0.3,0.3,5.3,SF,13.6,0.51,0.6,0.094,1
4306,Dominic McGuire,GSW,2012,64,17.6,0.44799999999999995,0.0,3.8,1.7,0.7,0.6,3.5,PF,11.8,0.486,-0.8,0.062,0
4307,Josh McRoberts,LAL,2012,50,14.4,0.475,0.429,3.4,1.0,0.3,0.4,2.8,PF,10.9,0.516,-1.4,0.095,1
4310,Darko Miličić,MIN,2012,29,16.3,0.45399999999999996,0.0,3.3,0.6,0.3,0.9,4.6,C,9.0,0.45799999999999996,-3.5,0.003,0
4313,Mike Miller,MIA,2012,39,19.3,0.435,0.45299999999999996,3.3,1.1,0.4,0.2,6.1,SG,11.4,0.561,0.1,0.113,1
4314,Patty Mills,SAS,2012,16,16.3,0.485,0.429,1.8,2.4,0.6,0.1,10.3,PG,21.5,0.604,2.5,0.161,1
4316,Nazr Mohammed,OKC,2012,63,11.0,0.467,0.0,2.7,0.2,0.3,0.6,2.7,C,11.0,0.47700000000000004,-2.4,0.09,1
4323,Markieff Morris,PHO,2012,63,19.5,0.39899999999999997,0.34700000000000003,4.4,1.0,0.7,0.7,7.4,PF,12.1,0.484,-2.1,0.059000000000000004,0
4325,Timofey Mozgov,DEN,2012,44,15.6,0.526,0.0,4.1,0.5,0.3,1.0,5.4,C,13.2,0.556,-2.5,0.07400000000000001,1
4327,Troy Murphy,LAL,2012,59,16.2,0.45,0.418,3.2,0.9,0.3,0.3,3.2,PF,9.0,0.537,-1.1,0.08800000000000001,1
4329,Eduardo Nájera,CHA,2012,22,12.3,0.375,0.276,2.3,0.5,0.9,0.2,2.6,PF,9.3,0.441,-2.9,0.035,0
4335,Steve Novak,NYK,2012,54,18.9,0.478,0.47200000000000003,1.9,0.2,0.3,0.2,8.8,PF,15.9,0.684,4.1,0.18100000000000002,1
4341,Daniel Orton,ORL,2012,16,11.7,0.5670000000000001,0.0,2.4,0.3,0.5,0.6,2.8,PF,12.7,0.5489999999999999,-3.0,0.129,1
4342,Travis Outlaw,SAC,2012,39,12.8,0.34299999999999997,0.267,1.6,0.4,0.5,0.5,4.3,SF,9.6,0.428,-3.6,-0.008,0
4345,Jannero Pargo,ATL,2012,50,13.4,0.415,0.384,1.5,1.9,0.4,0.0,5.6,PG,13.6,0.539,-0.6,0.095,1
4352,Sasha Pavlović,BOS,2012,45,11.7,0.391,0.293,1.6,0.4,0.4,0.3,2.7,SF,6.7,0.456,-2.3,0.039,1
4355,Johan Petro,NJN,2012,59,15.6,0.419,1.0,3.8,0.8,0.4,0.4,4.2,C,10.3,0.452,-4.7,0.034,0
4359,Quincy Pondexter,MEM,2012,64,15.7,0.452,0.301,2.0,0.4,0.4,0.1,4.2,SF,9.4,0.517,-2.0,0.08199999999999999,1
4360,A.J. Price,IND,2012,44,12.9,0.33899999999999997,0.295,1.4,2.0,0.5,0.0,3.9,PG,11.5,0.45399999999999996,-1.0,0.063,1
4361,Ronnie Price,PHO,2012,36,14.4,0.377,0.295,1.6,1.9,0.9,0.1,3.6,PG,8.4,0.465,-3.1,0.008,0
4363,Joel Przybilla,POR,2012,27,16.6,0.45799999999999996,0.0,5.1,0.2,0.1,0.6,2.0,C,6.0,0.49200000000000005,-5.5,0.034,0
4364,Vladimir Radmanović,ATL,2012,49,15.4,0.376,0.37,2.9,1.1,0.4,0.3,4.5,SF,11.7,0.524,0.2,0.10300000000000001,1
4365,Anthony Randolph,MIN,2012,34,15.2,0.47,0.0,3.6,0.6,0.4,1.0,7.4,PF,17.6,0.532,-0.8,0.099,0
4367,Michael Redd,PHO,2012,51,15.1,0.4,0.318,1.5,0.6,0.3,0.0,8.2,SG,13.9,0.511,-2.6,0.052000000000000005,0
4371,Quentin Richardson,ORL,2012,48,18.0,0.376,0.34700000000000003,2.6,0.8,0.6,0.1,4.5,SF,8.7,0.511,-1.6,0.07,1
4378,Walker Russell,DET,2012,28,12.8,0.34700000000000003,0.308,0.9,2.1,0.6,0.0,3.0,PG,7.2,0.401,-5.5,-0.049,0
4380,Samardo Samuels,CLE,2012,54,15.3,0.455,0.0,3.3,0.4,0.4,0.4,5.4,C,11.1,0.517,-5.3,0.039,0
4381,Larry Sanders,MIL,2012,52,12.4,0.457,0.0,3.1,0.6,0.6,1.5,3.6,PF,13.3,0.46299999999999997,-1.9,0.07200000000000001,0
4390,Bobby Simmons,LAC,2012,28,14.9,0.311,0.33299999999999996,2.0,0.4,0.5,0.1,2.9,SF,6.0,0.43,-3.6,0.028999999999999998,1
4402,Nolan Smith,POR,2012,44,12.3,0.37200000000000005,0.289,1.3,1.4,0.4,0.1,3.8,PG,7.8,0.434,-5.5,-0.028999999999999998,0
4404,Tiago Splitter,SAS,2012,59,19.0,0.618,0.0,5.2,1.1,0.4,0.8,9.3,C,20.5,0.649,2.0,0.19699999999999998,1
4406,Lance Stephenson,IND,2012,42,10.5,0.376,0.133,1.3,1.1,0.5,0.1,2.5,SG,7.0,0.4,-3.7,-0.031,1
4407,DeShawn Stevenson,NJN,2012,51,18.8,0.285,0.28300000000000003,2.0,0.8,0.4,0.1,2.9,SF,4.3,0.413,-4.4,-0.013999999999999999,0
4408,Greg Stiemsma,BOS,2012,55,13.9,0.545,0.0,3.2,0.5,0.7,1.5,2.9,C,13.6,0.579,1.4,0.17,1
4412,DaJuan Summers,NOH,2012,15,13.9,0.431,0.313,1.5,0.7,0.5,0.0,4.5,SF,9.0,0.493,-3.2,0.049,0
4414,Sebastian Telfair,PHO,2012,60,14.9,0.41200000000000003,0.314,1.5,2.3,0.7,0.2,6.1,PG,13.2,0.495,-1.3,0.057999999999999996,0
4418,Kurt Thomas,POR,2012,53,15.2,0.465,0.0,3.5,0.9,0.5,0.6,3.0,C,9.5,0.483,-1.9,0.067,0
4419,Lance Thomas,NOH,2012,42,15.0,0.452,0.0,3.0,0.3,0.2,0.2,4.0,PF,10.1,0.541,-4.3,0.08800000000000001,0
4421,Tyrus Thomas,CHA,2012,54,18.8,0.36700000000000005,0.33299999999999996,3.7,0.6,0.7,1.1,5.6,PF,9.0,0.418,-6.0,-0.028999999999999998,0
4428,Jamaal Tinsley,UTA,2012,37,13.7,0.40399999999999997,0.27,1.2,3.3,0.5,0.2,3.7,PG,10.9,0.461,-3.2,0.006,1
4429,Anthony Tolliver,MIN,2012,51,17.3,0.39,0.248,3.0,0.4,0.4,0.4,4.1,SF,8.3,0.504,-2.6,0.049,0
4430,Ronny Turiaf,TOT,2012,17,16.4,0.5760000000000001,0.0,4.1,0.6,0.8,1.0,3.0,C,12.3,0.597,-0.2,0.13699999999999998,0
4433,Jeremy Tyler,GSW,2012,42,13.5,0.42100000000000004,0.0,3.3,0.4,0.4,0.5,4.9,C,10.4,0.442,-7.8,-0.013999999999999999,0
4436,Beno Udrih,MIL,2012,59,18.3,0.44,0.28800000000000003,1.7,3.8,0.6,0.0,5.9,SG,13.1,0.488,-2.1,0.061,0
4440,Jan Veselý,WAS,2012,57,18.9,0.537,0.0,4.4,0.8,0.7,0.6,4.7,PF,11.5,0.544,-2.6,0.076,0
4441,Charlie Villanueva,DET,2012,13,13.8,0.385,0.33299999999999996,3.7,0.5,0.5,0.4,7.0,PF,16.2,0.484,-0.7,0.096,0
4442,Nikola Vučević,PHI,2012,51,15.9,0.45,0.375,4.8,0.6,0.4,0.7,5.5,C,14.3,0.462,-2.2,0.109,1
4444,Von Wafer,ORL,2012,33,14.2,0.452,0.359,1.4,0.9,0.3,0.1,5.9,SG,11.4,0.537,-2.6,0.042,1
4445,Henry Walker,NYK,2012,32,19.4,0.39799999999999996,0.319,2.5,1.2,0.6,0.2,5.9,SG,8.2,0.526,-2.1,0.067,1
4448,Ben Wallace,DET,2012,62,15.8,0.395,0.25,4.3,0.7,0.8,0.8,1.4,C,10.7,0.39799999999999996,0.6,0.07,0
4450,Luke Walton,TOT,2012,30,12.1,0.369,0.35,1.6,1.2,0.2,0.0,1.8,PF-SF,3.4,0.423,-7.1,-0.05,0
4451,Hakim Warrick,PHO,2012,35,14.4,0.41100000000000003,0.1,2.6,0.9,0.2,0.1,6.4,PF,13.1,0.503,-2.7,0.05,0
4459,D.J. White,CHA,2012,58,18.9,0.493,1.0,3.6,0.8,0.3,0.4,6.8,PF,12.4,0.516,-3.8,0.034,0
4461,Chris Wilcox,BOS,2012,28,17.2,0.598,0.0,4.4,0.4,0.4,0.3,5.4,C,12.4,0.612,-2.1,0.132,1
