,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage,in_playoff
4866,Amar'e Stoudemire,NYK,2011,78,36.8,0.502,0.435,8.2,2.6,0.9,1.9,25.3,C,22.7,0.565,1.4,0.134,1
4867,Rodney Stuckey,DET,2011,70,31.2,0.439,0.289,3.1,5.2,1.1,0.1,15.5,PG,18.4,0.544,0.2,0.111,0
4874,Jason Terry,DAL,2011,82,31.3,0.451,0.36200000000000004,1.9,4.1,1.1,0.2,15.8,SG,15.9,0.545,0.9,0.1,1
4884,Hedo Türkoğlu,TOT,2011,81,31.4,0.446,0.41,4.4,4.2,0.9,0.4,10.8,SF-PF,13.4,0.555,1.7,0.129,0
4888,Beno Udrih,SAC,2011,79,34.6,0.5,0.35700000000000004,3.4,4.9,1.2,0.1,13.7,PG,15.7,0.5870000000000001,0.5,0.126,0
4890,Anderson Varejão,CLE,2011,31,32.1,0.528,0.0,9.7,1.5,0.9,1.2,9.1,C,15.2,0.56,-0.8,0.105,0
4894,Dwyane Wade,MIA,2011,76,37.1,0.5,0.306,6.4,4.6,1.5,1.1,25.5,SG,25.6,0.581,6.6,0.218,1
4897,John Wall,WAS,2011,69,37.8,0.409,0.29600000000000004,4.6,8.3,1.8,0.5,16.4,PG,15.8,0.494,-0.8,0.040999999999999995,0
4899,Gerald Wallace,TOT,2011,71,37.9,0.45399999999999996,0.33299999999999996,8.0,2.4,1.5,0.9,15.7,SF-PF,16.2,0.5479999999999999,1.5,0.111,0
4908,David West,NOH,2011,70,35.0,0.508,0.222,7.6,2.3,1.0,0.9,18.9,PF,20.4,0.5579999999999999,2.8,0.152,0
4911,Russell Westbrook,OKC,2011,82,34.7,0.442,0.33,4.6,8.2,1.9,0.4,21.9,PG,23.6,0.5379999999999999,4.2,0.159,1
4916,Deron Williams,TOT,2011,65,37.9,0.439,0.331,4.0,10.3,1.2,0.2,20.1,PG,21.1,0.5660000000000001,3.0,0.142,0
4921,Mo Williams,TOT,2011,58,30.8,0.39899999999999997,0.324,2.6,6.6,0.9,0.2,14.0,PG,13.9,0.503,-2.4,0.026000000000000002,0
4929,Dorell Wright,GSW,2011,82,38.4,0.423,0.376,5.3,3.0,1.5,0.8,16.4,SF,15.0,0.539,0.8,0.08800000000000001,0
4931,Nick Young,WAS,2011,64,31.8,0.441,0.387,2.7,1.2,0.7,0.3,17.4,SG,14.5,0.5379999999999999,-1.3,0.065,0
4936,LaMarcus Aldridge,POR,2010,78,37.5,0.495,0.313,8.0,2.1,0.9,0.6,17.9,PF,18.2,0.535,1.2,0.145,1
4939,Ray Allen*,BOS,2010,80,35.2,0.47700000000000004,0.363,3.2,2.6,0.8,0.3,16.3,SG,15.2,0.601,1.2,0.135,1
4947,Carmelo Anthony,DEN,2010,69,38.2,0.45799999999999996,0.316,6.6,3.2,1.3,0.4,28.2,SF,22.2,0.5479999999999999,2.3,0.145,1
4949,Gilbert Arenas,WAS,2010,32,36.5,0.41100000000000003,0.348,4.2,7.2,1.3,0.3,22.6,PG,18.7,0.511,1.7,0.07200000000000001,0
4950,Trevor Ariza,HOU,2010,72,36.5,0.39399999999999996,0.33399999999999996,5.6,3.8,1.8,0.6,14.9,SF,13.3,0.488,0.5,0.057999999999999996,0
4962,Andrea Bargnani,TOR,2010,80,35.0,0.47,0.37200000000000005,6.2,1.2,0.3,1.4,17.2,PF,15.5,0.552,-0.8,0.07200000000000001,0
4967,Shane Battier,HOU,2010,67,32.4,0.39799999999999996,0.36200000000000004,4.7,2.4,0.8,1.1,8.0,SG,11.1,0.541,1.5,0.095,0
4978,Chauncey Billups,DEN,2010,73,34.1,0.418,0.386,3.1,5.6,1.1,0.1,19.5,PG,20.2,0.601,3.7,0.182,1
4983,Andrew Bogut,MIL,2010,69,32.3,0.52,0.0,10.2,1.8,0.6,2.5,15.9,C,20.7,0.54,3.1,0.161,1
4986,Carlos Boozer,UTA,2010,78,34.3,0.562,0.0,11.2,3.2,1.1,0.5,19.5,PF,21.3,0.599,3.4,0.17800000000000002,1
4987,Chris Bosh,TOR,2010,70,36.1,0.518,0.364,10.8,2.4,0.6,1.0,24.0,C,25.0,0.5920000000000001,3.6,0.182,0
4990,Elton Brand,PHI,2010,76,30.2,0.48,0.0,6.1,1.4,1.1,1.1,13.1,PF,15.7,0.518,-1.8,0.073,0
4991,Corey Brewer,MIN,2010,82,30.3,0.431,0.34600000000000003,3.4,2.4,1.4,0.4,13.0,SG,12.1,0.502,-2.2,0.02,0
4992,Ronnie Brewer,TOT,2010,58,30.0,0.48700000000000004,0.258,3.2,2.7,1.6,0.3,8.8,SG,12.5,0.524,1.1,0.10300000000000001,0
4995,Aaron Brooks,HOU,2010,82,35.6,0.43200000000000005,0.39799999999999996,2.6,5.3,0.8,0.2,19.6,PG,16.0,0.5489999999999999,0.7,0.091,0
5001,Kobe Bryant*,LAL,2010,73,38.8,0.456,0.32899999999999996,5.4,5.0,1.5,0.3,27.0,SG,21.9,0.545,4.1,0.16,1
5003,Caron Butler,TOT,2010,74,37.6,0.428,0.29,6.2,2.1,1.6,0.3,16.3,SF-SG,13.7,0.507,-1.3,0.061,0
5004,Rasual Butler,LAC,2010,82,33.0,0.409,0.336,2.9,1.4,0.4,0.8,11.9,SF,10.7,0.524,-1.9,0.048,0
5005,Andrew Bynum,LAL,2010,65,30.4,0.57,0.0,8.3,1.0,0.5,1.4,15.0,C,20.2,0.608,1.5,0.188,1
5008,Marcus Camby,TOT,2010,74,31.3,0.475,0.28600000000000003,11.8,2.5,1.3,2.0,7.5,PF-C,17.9,0.501,3.3,0.142,0
5014,Vince Carter,ORL,2010,75,30.8,0.428,0.36700000000000005,3.9,3.1,0.7,0.2,16.6,SG,17.1,0.541,2.0,0.154,1
5018,Wilson Chandler,NYK,2010,65,35.7,0.479,0.267,5.4,2.1,0.7,0.8,15.3,SG,13.7,0.534,-2.1,0.057,0
5025,Mike Conley,MEM,2010,80,32.1,0.445,0.387,2.4,5.3,1.4,0.2,12.0,PG,13.9,0.526,-0.6,0.07400000000000001,0
5029,Jamal Crawford,ATL,2010,79,31.1,0.449,0.382,2.5,3.0,0.8,0.2,18.0,SG,18.4,0.573,2.4,0.14300000000000002,1
5033,Stephen Curry,GSW,2010,80,36.2,0.462,0.43700000000000006,4.5,5.9,1.9,0.2,17.5,PG,16.3,0.568,0.7,0.077,0
5037,Baron Davis,LAC,2010,75,33.6,0.406,0.27699999999999997,3.5,8.0,1.7,0.6,15.3,PG,17.4,0.501,1.5,0.086,0
5042,Carlos Delfino,MIL,2010,75,30.4,0.408,0.36700000000000005,5.3,2.7,1.1,0.3,11.0,SF,12.9,0.526,1.5,0.10099999999999999,1
5043,Luol Deng,CHI,2010,70,37.9,0.466,0.386,7.3,2.0,0.9,0.9,17.6,SF,16.1,0.531,1.0,0.106,1
5045,Boris Diaw,CHA,2010,82,35.4,0.483,0.32,5.2,4.0,0.7,0.7,11.3,PF,12.8,0.552,0.8,0.10300000000000001,1
5055,Chris Duhon,NYK,2010,67,30.9,0.373,0.349,2.7,5.6,0.9,0.0,7.4,PG,10.7,0.501,-2.5,0.045,0
5056,Tim Duncan*,SAS,2010,78,31.3,0.518,0.182,10.1,3.2,0.6,1.5,17.9,C,24.7,0.56,6.1,0.215,1
5058,Kevin Durant,OKC,2010,82,39.5,0.47600000000000003,0.365,7.6,2.8,1.4,1.0,30.1,SF,26.2,0.607,7.1,0.23800000000000002,1
5060,Monta Ellis,GSW,2010,64,41.4,0.449,0.33799999999999997,4.0,5.3,2.2,0.4,25.5,SG,16.7,0.517,-1.4,0.023,0
5064,Tyreke Evans,SAC,2010,72,37.2,0.45799999999999996,0.255,5.3,5.8,1.5,0.4,20.1,SG,18.2,0.529,1.3,0.09699999999999999,0
5066,Raymond Felton,CHA,2010,80,33.0,0.45899999999999996,0.385,3.6,5.6,1.5,0.3,12.1,PG,15.2,0.525,1.6,0.11800000000000001,1
5078,Danilo Gallinari,NYK,2010,81,33.9,0.423,0.381,4.9,1.7,0.9,0.7,15.1,SF,14.8,0.575,0.5,0.098,0
5081,Marc Gasol,MEM,2010,69,35.8,0.581,0.0,9.3,2.4,1.0,1.6,14.6,C,19.3,0.617,2.8,0.16399999999999998,0
5082,Pau Gasol,LAL,2010,65,37.0,0.536,0.0,11.3,3.4,0.6,1.7,18.3,C,22.9,0.593,4.9,0.22,1
5083,Rudy Gay,MEM,2010,80,39.7,0.466,0.327,5.9,1.9,1.5,0.8,19.6,SF,16.2,0.535,0.5,0.096,0
5094,Eric Gordon,LAC,2010,62,36.0,0.449,0.371,2.6,3.0,1.1,0.2,16.9,SG,14.1,0.5710000000000001,-0.9,0.069,0
5098,Danny Granger,IND,2010,62,36.7,0.428,0.361,5.5,2.8,1.5,0.8,24.1,SF,19.8,0.564,3.1,0.131,0
5101,Jeff Green,OKC,2010,82,37.1,0.45299999999999996,0.33299999999999996,6.0,1.6,1.3,0.9,15.1,PF,13.8,0.53,0.2,0.105,1
5108,Richard Hamilton,DET,2010,46,33.7,0.409,0.297,2.7,4.4,0.7,0.1,18.1,SG,14.9,0.505,-2.1,0.043,0
5111,Al Harrington,NYK,2010,72,30.5,0.435,0.342,5.6,1.5,0.9,0.4,17.7,PF,16.8,0.546,-0.8,0.077,0
5112,Devin Harris,NJN,2010,64,34.7,0.40299999999999997,0.276,3.2,6.6,1.2,0.3,16.9,PG,16.2,0.512,-0.8,0.057,0
5120,Brendan Haywood,TOT,2010,77,30.6,0.562,0.0,9.3,0.6,0.3,2.1,9.1,C,16.1,0.588,-0.1,0.13699999999999998,0
5125,Nenê,DEN,2010,82,33.6,0.5870000000000001,0.0,7.6,2.5,1.4,1.0,13.8,C,18.9,0.631,3.2,0.188,1
5127,Grant Hill*,PHO,2010,81,30.0,0.478,0.43799999999999994,5.5,2.4,0.7,0.4,11.3,SF,14.0,0.561,0.6,0.109,1
5129,Kirk Hinrich,CHI,2010,74,33.5,0.409,0.371,3.5,4.5,1.1,0.3,10.9,SG,11.6,0.501,-0.5,0.077,1
5132,Al Horford,ATL,2010,81,35.1,0.551,1.0,9.9,2.3,0.7,1.1,14.2,C,19.4,0.594,2.3,0.183,1
5134,Dwight Howard,ORL,2010,82,34.7,0.612,0.0,13.2,1.8,0.9,2.8,18.3,C,24.0,0.63,4.4,0.223,1
5145,Andre Iguodala,PHI,2010,82,38.9,0.44299999999999995,0.31,6.5,5.8,1.7,0.7,17.1,SF,17.8,0.535,2.4,0.10099999999999999,0
5149,Allen Iverson*,TOT,2010,28,30.9,0.43,0.36,2.8,4.0,0.7,0.1,13.8,SG-PG,13.4,0.515,-3.0,0.037000000000000005,0
5154,Stephen Jackson,TOT,2010,81,38.6,0.423,0.32799999999999996,5.0,3.7,1.6,0.5,20.6,SG-PF,15.6,0.518,0.4,0.077,0
5155,LeBron James,CLE,2010,76,39.0,0.503,0.33299999999999996,7.3,8.6,1.6,1.0,29.7,SF,31.1,0.604,11.8,0.299,1
5157,Antawn Jamison,TOT,2010,66,36.5,0.461,0.344,8.4,1.3,1.1,0.3,18.7,PF,17.3,0.529,0.2,0.115,0
5160,Al Jefferson,MIN,2010,76,32.4,0.498,0.0,9.3,1.8,0.8,1.3,17.1,C,19.0,0.524,0.4,0.09,0
5161,Richard Jefferson,SAS,2010,81,31.1,0.467,0.316,4.4,2.0,0.6,0.5,12.3,SF,13.1,0.551,-0.2,0.113,1
5163,Brandon Jennings,MIL,2010,82,32.6,0.371,0.374,3.4,5.7,1.3,0.2,15.5,PG,14.5,0.475,0.7,0.075,1
5165,Yi Jianlian,NJN,2010,52,31.8,0.40299999999999997,0.366,7.2,0.9,0.7,1.0,12.0,PF,12.3,0.48100000000000004,-4.1,0.037000000000000005,0
5169,Joe Johnson,ATL,2010,76,38.0,0.45799999999999996,0.369,4.6,4.9,1.1,0.1,21.3,SG,19.3,0.5379999999999999,2.7,0.14,1
5175,Chris Kaman,LAC,2010,76,34.3,0.49,0.0,9.3,1.6,0.5,1.2,18.5,C,16.5,0.527,-2.5,0.044000000000000004,0
5178,Jason Kidd*,DAL,2010,80,36.0,0.423,0.425,5.6,9.1,1.8,0.4,10.3,PG,17.2,0.5770000000000001,4.2,0.14800000000000002,1
5184,Carl Landry,TOT,2010,80,30.9,0.536,0.33299999999999996,5.9,0.8,0.7,0.8,16.8,PF,19.0,0.6,0.8,0.15,0
5188,Courtney Lee,NJN,2010,71,33.5,0.436,0.33799999999999997,3.5,1.7,1.3,0.3,12.5,SG,12.8,0.525,-1.4,0.063,0
5189,David Lee,NYK,2010,81,37.3,0.545,0.0,11.7,3.6,1.0,0.5,20.2,C,22.2,0.584,2.5,0.163,0
5190,Rashard Lewis,ORL,2010,72,32.9,0.435,0.397,4.4,1.5,1.1,0.4,14.1,PF,14.0,0.573,1.8,0.132,1
5192,Brook Lopez,NJN,2010,82,36.9,0.499,0.0,8.6,2.3,0.7,1.7,18.8,C,20.1,0.57,1.2,0.125,0
5199,Shawn Marion,DAL,2010,75,31.8,0.508,0.158,6.4,1.4,0.9,0.8,12.0,SF,14.7,0.535,-0.5,0.1,1
5202,Kenyon Martin,DEN,2010,58,34.2,0.456,0.276,9.4,1.9,1.2,1.1,11.5,PF,13.4,0.48100000000000004,-0.8,0.079,1
5203,Kevin Martin,TOT,2010,46,35.5,0.41700000000000004,0.33299999999999996,3.6,2.4,1.0,0.1,20.6,SG,17.0,0.561,-0.4,0.12300000000000001,0
5210,O.J. Mayo,MEM,2010,82,38.0,0.45799999999999996,0.38299999999999995,3.8,3.0,1.2,0.2,17.5,SG,14.6,0.551,0.0,0.087,0
5221,Andre Miller,POR,2010,82,30.5,0.445,0.2,3.2,5.4,1.1,0.1,14.0,PG,18.1,0.53,1.8,0.134,1
5223,Mike Miller,WAS,2010,54,33.4,0.501,0.48,6.2,3.9,0.7,0.2,10.9,SG,13.9,0.623,1.3,0.10400000000000001,0
5233,Troy Murphy,IND,2010,72,32.6,0.47200000000000003,0.384,10.2,2.1,1.0,0.5,14.6,PF,18.0,0.585,2.9,0.159,0
5236,Steve Nash*,PHO,2010,81,32.8,0.507,0.426,3.3,11.0,0.5,0.1,16.5,PG,21.6,0.615,4.3,0.17800000000000002,1
5239,Joakim Noah,CHI,2010,64,30.1,0.504,0.0,11.0,2.1,0.5,1.6,10.7,C,17.9,0.557,1.6,0.154,1
5242,Dirk Nowitzki,DAL,2010,81,37.5,0.48100000000000004,0.42100000000000004,7.7,2.7,0.9,1.0,25.0,PF,22.9,0.578,4.2,0.19399999999999998,1
5248,Lamar Odom,LAL,2010,82,31.5,0.46299999999999997,0.319,9.8,3.3,0.9,0.7,10.8,PF,15.9,0.5329999999999999,2.5,0.14300000000000002,1
5256,Tony Parker,SAS,2010,56,30.9,0.48700000000000004,0.294,2.4,5.7,0.5,0.1,16.0,PG,16.4,0.542,-0.7,0.10099999999999999,1
5257,Chris Paul,NOH,2010,45,38.0,0.493,0.409,4.2,10.7,2.1,0.2,18.7,PG,23.7,0.584,6.2,0.204,0
5263,Paul Pierce,BOS,2010,71,34.0,0.47200000000000003,0.414,4.4,3.1,1.2,0.4,18.3,SF,18.2,0.613,3.0,0.165,1
5270,Tayshaun Prince,DET,2010,49,34.0,0.486,0.37,5.1,3.3,0.7,0.4,13.5,SF,16.0,0.53,0.8,0.091,0
5276,Zach Randolph,MEM,2010,81,37.7,0.488,0.28800000000000003,11.7,1.8,1.0,0.4,20.8,PF,21.2,0.546,1.3,0.153,0
5281,Jason Richardson,PHO,2010,79,31.5,0.474,0.39299999999999996,5.1,1.8,0.8,0.4,15.7,SG,16.6,0.574,1.7,0.128,1
5286,Rajon Rondo,BOS,2010,81,36.6,0.508,0.213,4.4,9.8,2.3,0.1,13.7,PG,19.1,0.54,3.6,0.156,1
5287,Derrick Rose,CHI,2010,78,36.8,0.489,0.267,3.8,6.0,0.7,0.3,20.8,PG,18.6,0.532,1.7,0.1,1
5289,Brandon Roy,POR,2010,65,37.2,0.473,0.33,4.4,4.7,0.9,0.2,21.5,SG,21.3,0.568,4.7,0.18,1
5290,Brandon Rush,IND,2010,82,30.4,0.423,0.41100000000000003,4.2,1.4,0.7,0.8,9.4,SG,9.6,0.522,-1.3,0.047,0
5292,John Salmons,TOT,2010,81,34.9,0.441,0.382,3.3,2.8,1.2,0.3,15.4,SG,14.7,0.5529999999999999,1.6,0.121,0
5294,Luis Scola,HOU,2010,82,32.6,0.514,0.2,8.6,2.1,0.8,0.3,16.2,PF,17.2,0.55,-0.3,0.114,0
5304,Josh Smith,ATL,2010,81,35.4,0.505,0.0,8.7,4.2,1.6,2.1,15.7,PF,21.0,0.536,5.1,0.155,1
5309,Peja Stojaković,NOH,2010,62,31.4,0.40399999999999997,0.375,3.7,1.5,0.8,0.1,12.6,SF,12.4,0.5329999999999999,-0.9,0.067,0
5310,Amar'e Stoudemire,PHO,2010,82,34.6,0.557,0.16699999999999998,8.9,1.0,0.6,1.0,23.1,PF,22.6,0.615,1.0,0.18100000000000002,1
5311,Rodney Stuckey,DET,2010,73,34.2,0.405,0.228,3.8,4.8,1.4,0.2,16.6,PG,15.6,0.479,-0.4,0.052000000000000005,0
5317,Jason Terry,DAL,2010,77,33.0,0.43799999999999994,0.365,1.8,3.8,1.2,0.2,16.6,SG,16.5,0.552,1.5,0.12300000000000001,1
5324,Jason Thompson,SAC,2010,75,31.4,0.47200000000000003,0.1,8.5,1.7,0.5,1.0,12.5,C,14.6,0.518,-2.4,0.081,0
5328,Anthony Tolliver,TOT,2010,46,31.0,0.43,0.32899999999999996,7.0,1.9,0.7,0.7,11.7,PF,13.6,0.531,-1.6,0.084,0
5331,Hedo Türkoğlu,TOR,2010,74,30.7,0.409,0.374,4.6,4.1,0.7,0.4,11.3,SF,13.3,0.54,0.4,0.071,0
5333,Beno Udrih,SAC,2010,79,31.4,0.493,0.377,2.8,4.7,1.1,0.1,12.9,PG,15.7,0.5660000000000001,0.4,0.107,0
5338,Dwyane Wade,MIA,2010,77,36.3,0.47600000000000003,0.3,4.8,6.5,1.8,1.1,26.6,SG,28.0,0.562,9.2,0.22399999999999998,1
5341,Gerald Wallace,CHA,2010,76,41.0,0.484,0.371,10.0,2.1,1.5,1.1,18.2,SF,18.3,0.586,2.7,0.177,1
5350,David West,NOH,2010,81,36.4,0.505,0.259,7.5,3.0,0.9,0.7,19.0,PF,18.9,0.56,0.8,0.122,0
5353,Russell Westbrook,OKC,2010,82,34.3,0.418,0.221,4.9,8.0,1.3,0.4,16.1,PG,17.8,0.491,1.2,0.105,1
5358,Deron Williams,UTA,2010,76,36.9,0.469,0.371,4.0,10.5,1.3,0.2,18.7,PG,20.6,0.574,3.8,0.177,1
5363,Marvin Williams,ATL,2010,81,30.5,0.455,0.303,5.1,1.1,0.8,0.6,10.1,SF,13.0,0.54,-0.4,0.11199999999999999,1
5364,Mo Williams,CLE,2010,69,34.2,0.442,0.429,3.0,5.3,1.0,0.3,15.8,PG,16.1,0.58,1.8,0.136,1
5365,Reggie Williams,GSW,2010,24,32.6,0.495,0.359,4.6,2.8,1.0,0.3,15.2,SF,16.1,0.588,-0.6,0.105,0
5369,Metta World Peace,LAL,2010,77,33.8,0.414,0.355,4.3,3.0,1.4,0.3,11.0,SF,12.1,0.514,0.5,0.098,1
5375,Thaddeus Young,PHI,2010,67,32.0,0.47,0.348,5.2,1.4,1.2,0.2,13.8,PF,14.0,0.523,-1.9,0.047,0
5382,LaMarcus Aldridge,POR,2009,81,37.1,0.484,0.25,7.5,1.9,1.0,1.0,18.1,PF,19.1,0.529,1.3,0.151,1
5385,Ray Allen*,BOS,2009,79,36.4,0.48,0.409,3.5,2.8,0.9,0.2,18.2,SG,17.3,0.624,4.0,0.18600000000000003,1
5388,Rafer Alston,TOT,2009,77,31.8,0.385,0.33799999999999997,2.9,5.3,1.4,0.1,11.7,PG,13.8,0.494,0.8,0.10400000000000001,0
5392,Carmelo Anthony,DEN,2009,66,34.5,0.44299999999999995,0.371,6.8,3.4,1.1,0.4,22.8,SF,19.0,0.532,0.5,0.105,1
5400,Kelenna Azubuike,GSW,2009,74,32.1,0.46399999999999997,0.44799999999999995,5.0,1.6,0.8,0.7,14.4,SF,14.7,0.562,-0.5,0.083,0
5405,Andrea Bargnani,TOR,2009,78,31.4,0.45,0.409,5.3,1.2,0.4,1.2,15.4,PF,14.6,0.5589999999999999,-0.8,0.076,0
5411,Shane Battier,HOU,2009,60,33.9,0.41,0.384,4.8,2.3,0.8,0.9,7.3,SG,10.7,0.568,2.0,0.12300000000000001,1
5417,Raja Bell,TOT,2009,67,34.6,0.43700000000000006,0.42100000000000004,3.6,2.1,0.7,0.1,11.9,SG,10.7,0.5479999999999999,-1.3,0.07400000000000001,0
5418,Mike Bibby,ATL,2009,79,34.7,0.435,0.39,3.5,5.0,1.2,0.1,14.9,PG,16.3,0.544,2.0,0.121,1
5419,Andris Biedriņš,GSW,2009,62,30.0,0.578,0.0,11.2,2.0,1.0,1.5,11.9,C,19.1,0.585,1.3,0.139,0
5420,Chauncey Billups,TOT,2009,79,35.3,0.418,0.408,3.0,6.4,1.2,0.2,17.7,PG,18.8,0.5920000000000001,3.4,0.174,0
5421,Steve Blake,POR,2009,69,31.7,0.428,0.42700000000000005,2.5,5.0,1.0,0.1,11.0,PG,14.4,0.557,1.5,0.128,1
5425,Andrew Bogut,MIL,2009,36,31.2,0.5770000000000001,0.0,10.3,2.0,0.6,1.0,11.7,C,16.2,0.586,1.3,0.11199999999999999,0
5429,Carlos Boozer,UTA,2009,37,32.4,0.49,0.0,10.4,2.1,1.1,0.2,16.2,PF,17.2,0.523,-0.6,0.105,1
5430,Chris Bosh,TOR,2009,77,38.0,0.48700000000000004,0.245,10.0,2.5,0.9,1.0,22.7,C,22.1,0.569,2.7,0.159,0
5433,Elton Brand,PHI,2009,29,31.7,0.447,0.0,8.8,1.3,0.6,1.6,13.8,PF,14.6,0.484,-1.9,0.047,1
5435,Ronnie Brewer,UTA,2009,81,32.2,0.508,0.259,3.7,2.2,1.7,0.4,13.7,SF,16.1,0.565,1.5,0.126,1
5443,Kobe Bryant*,LAL,2009,82,36.1,0.467,0.35100000000000003,5.2,4.9,1.5,0.5,26.8,SG,24.4,0.561,5.9,0.20600000000000002,1
5445,Caron Butler,WAS,2009,67,38.6,0.45299999999999996,0.31,6.2,4.3,1.6,0.3,20.8,SG,18.8,0.552,0.9,0.083,0
5446,Rasual Butler,NOH,2009,82,31.9,0.433,0.39,3.3,0.9,0.6,0.7,11.2,SF,11.8,0.541,-0.5,0.084,0
5449,José Calderón,TOR,2009,68,34.3,0.49700000000000005,0.406,2.9,8.9,1.1,0.1,12.8,PG,18.8,0.613,2.8,0.154,0
5450,Marcus Camby,LAC,2009,62,31.0,0.512,0.25,11.1,2.0,0.8,2.1,10.3,C,18.7,0.556,2.2,0.129,0
5455,Vince Carter,NJN,2009,80,36.8,0.43700000000000006,0.385,5.1,4.7,1.0,0.5,20.8,SG,19.3,0.545,2.4,0.12300000000000001,0
5456,Mario Chalmers,MIA,2009,82,32.0,0.42,0.36700000000000005,2.8,4.9,2.0,0.1,10.0,PG,13.3,0.5479999999999999,-0.4,0.095,1
5457,Tyson Chandler,NOH,2009,45,32.1,0.565,0.0,8.7,0.5,0.3,1.2,8.8,C,13.4,0.581,-2.5,0.114,0
5458,Wilson Chandler,NYK,2009,82,33.4,0.43200000000000005,0.32799999999999996,5.4,2.1,0.9,0.9,14.4,SF,12.9,0.515,-1.0,0.054000000000000006,0
5464,Mike Conley,MEM,2009,82,30.6,0.442,0.406,3.4,4.3,1.1,0.1,10.9,PG,14.3,0.5479999999999999,-0.3,0.086,0
5467,Jamal Crawford,TOT,2009,65,38.1,0.41,0.36,3.0,4.4,0.9,0.2,19.7,PG-SG,15.1,0.545,-1.3,0.065,0
5475,Marquis Daniels,IND,2009,54,31.5,0.451,0.2,4.6,2.1,1.1,0.5,13.6,SF,12.8,0.491,-1.9,0.037000000000000005,0
5477,Baron Davis,LAC,2009,65,34.6,0.37,0.302,3.7,7.7,1.7,0.5,14.9,PG,14.5,0.46,-0.8,0.013000000000000001,0
5481,Luol Deng,CHI,2009,49,34.0,0.44799999999999995,0.4,6.0,1.9,1.2,0.5,14.1,SF,14.7,0.511,-0.4,0.085,1
5482,Boris Diaw,TOT,2009,81,34.0,0.507,0.414,5.3,4.1,0.8,0.7,13.2,PF,14.4,0.565,1.2,0.08199999999999999,0
5494,Chris Duhon,NYK,2009,79,36.8,0.42100000000000004,0.391,3.1,7.2,0.9,0.1,11.1,PG,12.2,0.569,-1.5,0.069,0
5495,Tim Duncan*,SAS,2009,75,33.7,0.504,0.0,10.7,3.5,0.5,1.7,19.3,C,24.4,0.5489999999999999,5.4,0.191,1
5497,Kevin Durant,OKC,2009,74,39.0,0.47600000000000003,0.42200000000000004,6.5,2.8,1.3,0.7,25.3,SF,20.8,0.5770000000000001,3.3,0.132,0
5498,Monta Ellis,GSW,2009,25,35.7,0.451,0.308,4.3,3.7,1.6,0.3,19.0,SG,14.5,0.503,-3.4,0.012,0
5505,Raymond Felton,CHA,2009,82,37.6,0.408,0.285,3.8,6.7,1.5,0.4,14.2,PG,13.7,0.483,-0.1,0.066,0
5510,T.J. Ford,IND,2009,74,30.5,0.452,0.337,3.5,5.3,1.2,0.2,14.9,PG,16.6,0.5329999999999999,0.3,0.092,0
5512,Randy Foye,MIN,2009,70,35.6,0.40700000000000003,0.36,3.1,4.3,1.0,0.4,16.3,SG,13.7,0.517,-0.8,0.059000000000000004,0
5517,Francisco García,SAC,2009,65,30.4,0.444,0.39799999999999996,3.4,2.3,1.2,1.0,12.7,SF,14.1,0.5539999999999999,-0.3,0.057999999999999996,0
5519,Kevin Garnett*,BOS,2009,57,31.1,0.531,0.25,8.5,2.5,1.1,1.2,15.8,PF,21.2,0.563,5.7,0.193,1
5520,Marc Gasol,MEM,2009,82,30.7,0.53,0.0,7.4,1.7,0.8,1.1,11.9,C,16.7,0.59,-0.1,0.121,0
5521,Pau Gasol,LAL,2009,81,37.0,0.5670000000000001,0.5,9.6,3.5,0.6,1.0,18.9,C,22.2,0.617,4.5,0.223,1
5522,Rudy Gay,MEM,2009,79,37.3,0.45299999999999996,0.35100000000000003,5.5,1.7,1.2,0.7,18.9,SF,15.3,0.528,-1.1,0.054000000000000006,0
5528,Ryan Gomes,MIN,2009,82,31.9,0.431,0.37200000000000005,4.8,1.6,0.8,0.3,13.3,SF,12.5,0.518,-1.7,0.046,0
5530,Ben Gordon,CHI,2009,82,36.6,0.455,0.41,3.5,3.4,0.9,0.3,20.7,SG,17.0,0.573,1.1,0.11,1
5531,Eric Gordon,LAC,2009,78,34.3,0.456,0.389,2.6,2.8,1.0,0.4,16.1,SG,14.9,0.593,-0.4,0.08199999999999999,0
5535,Danny Granger,IND,2009,67,36.2,0.447,0.40399999999999997,5.1,2.7,1.0,1.4,25.8,SF,21.8,0.584,4.8,0.158,0
5538,Jeff Green,OKC,2009,78,36.8,0.446,0.389,6.7,2.0,1.0,0.4,16.5,PF,13.9,0.536,-1.2,0.07,0
5543,Richard Hamilton,DET,2009,67,34.0,0.447,0.368,3.1,4.4,0.6,0.1,18.3,SG,16.9,0.529,0.1,0.095,1
5545,Al Harrington,TOT,2009,73,34.9,0.439,0.364,6.2,1.4,1.2,0.3,20.1,PF,15.9,0.547,-0.2,0.073,0
5546,Devin Harris,NJN,2009,69,36.1,0.43799999999999994,0.29100000000000004,3.3,6.9,1.7,0.2,21.3,PG,21.6,0.563,2.8,0.145,0
5548,Udonis Haslem,MIA,2009,75,34.1,0.518,0.0,8.2,1.1,0.6,0.3,10.6,PF,13.1,0.5529999999999999,-2.3,0.106,1
